sample_ID	filename	library_ID	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	data_type	shear_method	size_selection	ccs_algorithm	polymerase_version	seq_plate_chemistry_version	generator_facility	generator_contact	notes	total_reads	total_bp	total_Gbp	min	max	quartile_25	quartile_50	quartile_75	N25	N50	N75
HG01975	"['m64043_211113_003158-bc1003.5mc.hifi_reads.bam'
 'm64043_211114_112934-bc1003.5mc.hifi_reads.bam'
 'm64043_211115_222749-bc1003.5mc.hifi_reads.bam'
 'm64043_211222_184851-bc1003.5mc.hifi_reads.bam']"	HG01975_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5515995	108746099808	108.73	500.25	62022.5	17633.5	18913.25	20845.0	17819.75	19255.5	21515.0
MGISTL_PAN027_HG06807	"['m64043_211118_185250-bc1008.5mc.hifi_reads.bam'
 'm64043_211120_054831-bc1008.5mc.hifi_reads.bam'
 'm64043_211121_164646-bc1008.5mc.hifi_reads.bam'
 'm64043_211222_184851-bc1008.5mc.hifi_reads.bam']"	MGISTL_PAN027_HG06807_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5650622	110065163025	110.06	478.5	54925.5	17330.5	19242.0	21372.25	17796.25	19707.0	22009.0
HG01192	"['m64043_211124_192057.5mc.hifi_reads.bam'
 'm64043_211126_061537.5mc.hifi_reads.bam'
 'm64043_211127_171224.5mc.hifi_reads.bam']"	HG01192_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5336643	109768814629	109.77	146.0	53050.0	18065.33333333333	19867.0	22415.666666666668	18443.666666666668	20423.0	23282.0
HG00597	"['m64043_211210_180342-bc1021.5mc.hifi_reads.bam'
 'm64043_211212_045901-bc1021.5mc.hifi_reads.bam'
 'm64043_211213_155654-bc1021.5mc.hifi_reads.bam'
 'm64043_211222_184851-bc1021.5mc.hifi_reads.bam']"	HG00597_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5615541	113675838638	113.68	163.25	50902.0	18039.25	19289.25	20980.5	18212.75	19560.75	21371.0
HG02258	"['m64043_211217_180919-bc1011.5mc.hifi_reads.bam'
 'm64043_211219_050421-bc1011.5mc.hifi_reads.bam'
 'm64043_211220_160211-bc1011.5mc.hifi_reads.bam'
 'm64043_220114_181052-bc1011.5mc.hifi_reads.bam']"	HG02258_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5499454	113359237881	113.36	145.25	51184.0	18677.25	20144.25	22060.0	18922.75	20478.5	22544.5
HG01261	"['m64043_211222_184851-bc1001.5mc.hifi_reads.bam'
 'm64136_211105_181124-bc1001.5mc.hifi_reads.bam'
 'm64136_211107_050725-bc1001.5mc.hifi_reads.bam'
 'm64136_211108_160613-bc1001.5mc.hifi_reads.bam']"	HG01261_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5161088	108829925406	108.82	519.5	63969.25	18124.75	19704.0	22736.5	18425.75	20313.25	24472.75
HG03834	"['m64043_220107_191226-bc1012.5mc.hifi_reads.bam'
 'm64043_220109_060731-bc1012.5mc.hifi_reads.bam'
 'm64043_220110_170603-bc1012.5mc.hifi_reads.bam']"	HG03834_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5598083	116889371257	116.88	204.0	61351.333333333336	18843.33333333333	20301.33333333333	22315.33333333333	19082.0	20654.33333333333	22861.33333333333
HG02056	"['m64043_220114_181052-bc1009.5mc.hifi_reads.bam'
 'm64136_211118_185339-bc1009.5mc.hifi_reads.bam'
 'm64136_211120_043838-bc1009.5mc.hifi_reads.bam'
 'm64136_211121_153454-bc1009.5mc.hifi_reads.bam']"	HG02056_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5679969	113846751906	113.85	178.25	54760.25	17812.5	19401.5	21833.25	18173.75	19946.25	22822.25
HG02273	"['m64043_220429_171542-bc1002.5mc.hifi_reads.bam'
 'm64043_220501_041051-bc1002.5mc.hifi_reads.bam'
 'm64043_220503_153752-bc1002.5mc.hifi_reads.bam']"	HG02273_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5903679	121600583776	121.61	201.66666666666663	62397.333333333336	17286.0	20040.33333333333	22991.33333333333	17745.333333333332	20929.666666666668	23942.0
HG03225	"['m64043_220516_150157-bc1008.5mc.hifi_reads.bam'
 'm64043_220518_120044-bc1008.5mc.hifi_reads.bam'
 'm64043_220726_203720-bc1008.5mc.hifi_reads.bam'
 'm64136_220518_004520-bc1008.5mc.hifi_reads.bam']"	HG03225_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5326587	112212870399	112.21	218.75	59274.0	18472.25	20378.5	23025.25	18883.75	20973.25	23895.0
HG02976	"['m64043_220617_195135-bc1009.5mc.hifi_reads.bam'
 'm64043_220619_164635-bc1009.5mc.hifi_reads.bam'
 'm64043_220621_134351-bc1009.5mc.hifi_reads.bam'
 'm64043_220726_203720-bc1009.5mc.hifi_reads.bam']"	HG02976_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5647116	112783863474	112.79	362.0	58631.25	18041.0	19545.0	21432.75	18312.5	19891.5	21912.75
NA18971	"['m64043_220701_181144-bc1011.5mc.hifi_reads.bam'
 'm64043_220703_150718-bc1011.5mc.hifi_reads.bam'
 'm64043_220705_120954-bc1011.5mc.hifi_reads.bam'
 'm64043_220728_173215-bc1011.5mc.hifi_reads.bam']"	NA18971_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5613400	112771322891	112.78	123.75	58901.0	17193.25	19176.5	21526.25	17670.5	19742.75	22230.0
NA18612	"['m64043_220708_205637-bc1015.5mc.hifi_reads.bam'
 'm64043_220710_175250-bc1015.5mc.hifi_reads.bam'
 'm64043_220712_145025-bc1015.5mc.hifi_reads.bam']"	NA18612_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5841587	112118957729	112.12	61.333333333333336	61085.0	16774.666666666668	18415.33333333333	20902.0	17121.333333333332	18955.666666666668	21861.33333333333
HG02965	"['m64043_220715_182700-bc1017.5mc.hifi_reads.bam'
 'm64043_220717_152237-bc1017.5mc.hifi_reads.bam'
 'm64043_220719_122051-bc1017.5mc.hifi_reads.bam']"	HG02965_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5649185	117758080603	117.76	61.0	69066.33333333333	17728.0	19579.0	22870.0	18139.33333333333	20369.0	24579.33333333333
HG03195	"['m64043_220726_203720-bc1010.5mc.hifi_reads.bam'
 'm64136_220617_195203-bc1010.5mc.hifi_reads.bam'
 'm64136_220619_164654-bc1010.5mc.hifi_reads.bam'
 'm64136_220621_134558-bc1010.5mc.hifi_reads.bam']"	HG03195_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5231064	108936228750	108.93	284.75	65133.75	18408.5	20479.0	23915.5	18849.25	21402.0	25062.75
HG02155	"['m64043_220728_173215-bc1012.5mc.hifi_reads.bam'
 'm64136_220701_181202-bc1012.5mc.hifi_reads.bam'
 'm64136_220703_150713-bc1012.5mc.hifi_reads.bam'
 'm64136_220705_120453-bc1012.5mc.hifi_reads.bam']"	HG02155_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5548657	109337497040	109.33	102.5	59921.0	16897.75	18752.25	21935.5	17291.25	19526.5	23099.75
HG00323	"['m64043_220728_173215-bc1016.5mc.hifi_reads.bam'
 'm64136_220708_205611-bc1016.5mc.hifi_reads.bam'
 'm64136_220710_175208-bc1016.5mc.hifi_reads.bam'
 'm64136_220712_144943-bc1016.5mc.hifi_reads.bam']"	HG00323_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5649668	108877434581	108.88	59.0	58728.0	16918.25	19058.5	21932.0	17386.5	19840.5	22783.0
HG00140	"['m64043_220728_173215-bc1018.5mc.hifi_reads.bam'
 'm64136_220715_182717-bc1018.5mc.hifi_reads.bam'
 'm64136_220717_152248-bc1018.5mc.hifi_reads.bam'
 'm64136_220719_122056-bc1018.5mc.hifi_reads.bam']"	HG00140_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5079512	110351432113	110.35	109.5	66877.75	18370.75	20403.5	23533.5	18843.0	21199.5	24878.0
HG02257	"['m64076_200125_231256.ccs.bam' 'm64076_200127_180545.ccs.bam'
 'm64076_200129_001835.ccs.bam' 'm64076_200130_064345.ccs.bam']"	HG02257.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 21kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	5749113	110635040140	110.64	47.25	49652.5	17425.25	18915.5	20688.25	17688.5	19234.75	21096.5
HG01358	"['m64076_200201_051547.ccs.bam' 'm64076_200203_181219.ccs.bam'
 'm64076_200206_215943.ccs.bam' 'm64076_200208_041234.ccs.bam']"	HG01358_HiFiEx_f1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	6364271	117005328812	117.01	46.25	48687.75	16444.75	18092.25	20024.25	16808.25	18507.0	20552.75
HG01258	"['m64076_200306_185917.ccs.bam' 'm64076_200308_194406.ccs.bam'
 'm64076_200310_015720.ccs.bam' 'm64076_200311_082315.ccs.bam']"	HG01258.HiFiEx_f1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 21kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	5577429	111148503052	111.15	45.25	50051.75	17271.75	19567.25	22331.25	17896.75	20330.75	23195.75
HG002	['m64076_201013_225902.ccs.bam' 'm64076_201016_191536.ccs.bam']	NA24385_HG002.f4.f3	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 23kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.2.0 (commit v4.2.0-1-g450908e4)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	[nan nan]	1763308	36529831416	36.53	46.0	58350.5	18793.5	19981.5	21594.5	18978.0	20249.0	22122.5
HG04115	"['m64076_210623_104349.hifi_reads.bam'
 'm64076_210625_220013.hifi_reads.bam'
 'm64076_210627_085544.hifi_reads.bam']"	HG04115.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 23kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan]	4531755	94768332991	94.77	311.0	58577.0	17012.333333333332	20342.0	24285.666666666668	18207.666666666668	21753.33333333333	25879.666666666668
HG04184	"['m64076_210701_234028.hifi_reads.bam'
 'm64076_210708_084125.hifi_reads.bam'
 'm64076_210709_232529.hifi_reads.bam'
 'm64076_210712_194121.hifi_reads.bam']"	HG04184.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	5757224	108310319084	108.31	249.75	52703.75	15966.75	18158.5	21123.75	16503.0	18973.0	22176.5
HG02738	"['m64076_210706_214544.hifi_reads.bam'
 'm64076_210711_102225.hifi_reads.bam'
 'm64076_210714_200553.hifi_reads.bam'
 'm64076_210718_085619.hifi_reads.bam']"	HG02738.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 22kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	5025655	94670794528	94.67	311.5	55540.75	15815.25	18066.25	21151.5	16394.25	18960.5	22334.0
HG02451	"['m64076_211109_232223-bc1003.5mc.hifi_reads.bam'
 'm64076_211208_005550-bc1003.5mc.hifi_reads.bam'
 'm64076_211211_014755-bc1003.5mc.hifi_reads.bam'
 'm64076_211212_112351-bc1003.5mc.hifi_reads.bam']"	['HG02451_SRE.HFSS' 'HG02451.HFSS2' 'HG02451.HFSS2' 'HG02451.HFSS2']	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	"['HiFi sequencing of 25kb fractionated gDNA'
 'HiFi sequencing of 21kb fractionated gDNA'
 'HiFi sequencing of 21kb fractionated gDNA'
 'HiFi sequencing of 21kb fractionated gDNA']"	unaligned reads	Megaruptor 3	PippinHT	6.2.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	7435443	131328267349	131.32	221.0	54143.25	15516.5	17568.5	20465.0	15996.25	18356.5	21510.0
HG03130	"['m64076_220513_215716-bc2018.5mc.hifi_reads.bam'
 'm64076_220516_221911-bc2018.5mc.hifi_reads.bam'
 'm64076_220518_191414-bc2018.5mc.hifi_reads.bam']"	HG03130.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 22kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan]	5983670	117430041495	117.43	76.33333333333333	57822.333333333336	16157.333333333334	18824.666666666668	22318.0	16930.333333333332	19939.0	23697.33333333333
HG03209	"['m64076_220520_234906-bc2020.5mc.hifi_reads.bam'
 'm64076_220524_161808-bc2020.5mc.hifi_reads.bam'
 'm64076_220526_115049-bc2020.5mc.hifi_reads.bam'
 'm64076_221001_041132-bc2020.5mc.hifi_reads.bam']"	HG03209.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 22kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan nan]	6212818	116291157249	116.29	349.0	55815.25	15878.5	18069.5	21054.75	16418.25	18893.25	22107.0
HG02165	"['m64076_220902_143723-bc2054.5mc.hifi_reads.bam'
 'm64076_220904_113359-bc2054.5mc.hifi_reads.bam'
 'm64076_220906_083112-bc2054.5mc.hifi_reads.bam']"	PG02165.HFSS2	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 21kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan]	6574514	134714728151	134.71	85.33333333333333	61906.0	17573.666666666668	19856.666666666668	22877.666666666668	18100.666666666668	20641.33333333333	23818.33333333333
HG02040	"['m64076_220908_204946-bc2056.5mc.hifi_reads.bam'
 'm64076_220910_174812-bc2056.5mc.hifi_reads.bam'
 'm64076_220912_140850-bc2056.5mc.hifi_reads.bam']"	HG02040.HFSS2	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 22kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan]	6239647	129897975183	129.91	88.66666666666667	64304.333333333336	17708.666666666668	20125.33333333333	23418.0	18330.666666666668	21051.0	24587.0
NA20905	"['m64076_220914_214248-bc2060.5mc.hifi_reads.bam'
 'm64076_220916_183810-bc2060.5mc.hifi_reads.bam'
 'm64076_220918_143117-bc2060.5mc.hifi_reads.bam']"	PG20905.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 24kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu	[nan nan nan]	6446308	128900471343	128.9	71.66666666666667	65137.333333333336	16709.333333333332	19306.0	22672.0	17423.666666666668	20318.33333333333	23883.0
HG01978	"['m64136_200530_164818.ccs.bam' 'm64136_200602_153012.ccs.bam'
 'm64136_200603_214308.ccs.bam' 'm64136_200605_040848.ccs.bam']"	HG01978_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529	[nan nan nan nan]	[nan nan nan nan]	Washington University	tgraves@wustl.edu	[nan nan nan nan]	4495166	117569516835	117.57	45.5	50242.75	22851.0	25408.25	28811.5	23424.75	26201.5	29890.75
HG01952	"['m64136_200612_201033.ccs.bam' 'm64136_200614_192134.ccs.bam'
 'm64136_200616_013426.ccs.bam' 'm64136_200617_080019.ccs.bam']"	HG01952_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529	[nan nan nan nan]	[nan nan nan nan]	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5991057	127850914815	127.86	46.5	49848.5	18528.25	20428.25	23504.25	18887.25	21109.0	24533.5
HG02148	"['m64136_200618_202033.ccs.bam' 'm64136_200620_173618.ccs.bam'
 'm64136_200621_234916.ccs.bam' 'm64136_200623_061529.ccs.bam']"	HG02148_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529	[nan nan nan nan]	[nan nan nan nan]	Washington University	tgraves@wustl.edu	[nan nan nan nan]	7020044	123243469053	123.25	46.0	48076.75	15249.75	16443.75	19205.5	15454.5	16931.75	20361.5
HG00741	"['m64136_200625_174949.ccs.bam' 'm64136_200627_000247.ccs.bam'
 'm64136_200628_062837.ccs.bam' 'm64136_200629_125431.ccs.bam']"	HG00741_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529	[nan nan nan nan]	[nan nan nan nan]	Washington University	tgraves@wustl.edu	[nan nan nan nan]	4835556	119232230465	119.23	47.0	49931.25	21658.5	24138.5	27168.0	22221.0	24840.0	28040.0
HG01071	"['m64136_200702_173125.ccs.bam' 'm64136_200703_234438.ccs.bam'
 'm64136_200705_061033.ccs.bam' 'm64136_200706_123635.ccs.bam']"	HG01071_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529	[nan nan nan nan]	[nan nan nan nan]	Washington University	tgraves@wustl.edu	[nan nan nan nan]	4090855	108931802760	108.94	45.5	50365.75	23342.75	26135.5	29446.0	23997.75	26924.0	30375.5
HG00621	"['m64136_200710_174522.ccs.bam' 'm64136_200711_235843.ccs.bam'
 'm64136_200713_062514.ccs.bam' 'm64136_200714_125149.ccs.bam']"	HG00621_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529	[nan nan nan nan]	[nan nan nan nan]	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5570675	122495600276	122.5	46.0	50292.5	18609.25	20605.0	24341.0	19043.25	21499.5	25935.5
HG02027	"['m64136_210205_190622.hifi_reads.bam'
 'm64136_210207_012053.hifi_reads.bam'
 'm64136_210209_184241.hifi_reads.bam'
 'm64136_210211_010151.hifi_reads.bam']"	HG02027_lib	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	9.0.0.92188	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	6882884	132656499829	132.65	51.0	54292.75	17166.0	18547.0	20516.25	17417.0	18930.25	21230.5
HG02083	"['m64136_210317_200525.hifi_reads.bam'
 'm64136_210319_191015.hifi_reads.bam'
 'm64136_210321_022417.hifi_reads.bam'
 'm64136_210323_162524.hifi_reads.bam']"	HG02083_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	6771141	135208661533	135.20999999999998	87.75	60862.5	17222.5	18732.5	21935.5	17515.75	19309.75	23141.75
HG02615	"['m64136_210528_171842.hifi_reads.bam'
 'm64136_210530_004827.hifi_reads.bam'
 'm64136_210531_083342.hifi_reads.bam']"	HG02615_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5106624	98980800388	98.99	385.6666666666667	55708.66666666666	16756.666666666668	18552.33333333333	21547.0	17099.0	19236.33333333333	22359.0
HG01433	"['m64136_210604_175856.hifi_reads.bam'
 'm64136_210606_025622.hifi_reads.bam'
 'm64136_210607_115559.hifi_reads.bam'
 'm64136_210610_203618.hifi_reads.bam']"	HG01433_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	5136189	112606001878	112.6	410.25	59710.75	18522.5	20901.0	24570.25	19055.0	21918.5	25813.75
HG03831	"['m64136_210612_053350.hifi_reads.bam'
 'm64136_210613_130744.hifi_reads.bam'
 'm64136_210614_204240.hifi_reads.bam'
 'm64136_210618_184849.hifi_reads.bam']"	HG03831_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan nan]	4398260	95685774965	95.68	379.5	57239.0	19472.0	21073.25	23310.0	19758.25	21493.0	23983.5
HG00609	"['m64136_210620_054327.hifi_reads.bam'
 'm64136_210622_163607.hifi_reads.bam'
 'm64136_210624_033152.hifi_reads.bam']"	HG00609_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5233445	106818117234	106.82	298.0	60784.333333333336	17456.333333333332	19193.666666666668	22590.666666666668	17803.666666666668	19934.666666666668	23859.33333333333
HG01981	"['m64136_210625_184731.hifi_reads.bam'
 'm64136_210627_054246.hifi_reads.bam'
 'm64136_210628_163953.hifi_reads.bam']"	HG01981_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	4697297	105381607407	105.39	218.66666666666663	61403.0	20068.33333333333	21693.0	23984.0	20338.33333333333	22120.33333333333	24661.33333333333
HG02280	"['m64136_210716_230343.hifi_reads.bam'
 'm64136_210718_091611.hifi_reads.bam'
 'm64136_210719_201505.hifi_reads.bam']"	HG02280_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	[nan nan nan]	5307881	100467062637	100.46	306.3333333333333	56438.0	16167.0	18562.33333333333	20949.666666666668	16612.333333333332	19225.666666666668	21620.666666666668
