filename	path	sliced_path	bytes
HG03470.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_Kinnex/HG03470.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_Kinnex	15093006708	
HG02451.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_Kinnex/HG02451.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_Kinnex	16446126721	
HG00658.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_Kinnex/HG00658.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00658/raw_data/PacBio_Kinnex	21237584937	
HG03816.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_Kinnex/HG03816.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_Kinnex	19732314186	
HG02602.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_Kinnex/HG02602.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_Kinnex	23014276722	
HG02984.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_Kinnex/HG02984.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_Kinnex	21597920854	
NA18508.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18508/raw_data/PacBio_Kinnex/NA18508.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18508/raw_data/PacBio_Kinnex	20375823939	
NA19087.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_Kinnex/NA19087.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/NA19087/raw_data/PacBio_Kinnex	19940582914	
NA19391.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA19391/raw_data/PacBio_Kinnex/NA19391.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA19391/raw_data/PacBio_Kinnex	17583933733	
HG00323.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_Kinnex/HG00323.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00323/raw_data/PacBio_Kinnex	16959351389	
HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_Kinnex/HG00639.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_Kinnex	23069641710	
HG02698.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_Kinnex/HG02698.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_Kinnex	20107579271	
NA18967.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4.flnc.bam	s3://human-pangenomics/working/HPRC/NA18967/raw_data/PacBio_Kinnex/NA18967.lymph.m84203_241030_015357_s1-m84203_241029_235436_s4.flnc.bam	s3://human-pangenomics/working/HPRC/NA18967/raw_data/PacBio_Kinnex	18039955551	
HG01074.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_Kinnex/HG01074.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_Kinnex	14413224708	
NA20282.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA20282/raw_data/PacBio_Kinnex/NA20282.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA20282/raw_data/PacBio_Kinnex	18820260959	
NA20762.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA20762/raw_data/PacBio_Kinnex/NA20762.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA20762/raw_data/PacBio_Kinnex	18984279684	
NA21144.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA21144/raw_data/PacBio_Kinnex/NA21144.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA21144/raw_data/PacBio_Kinnex	21386965915	
HG03516.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_Kinnex/HG03516.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_Kinnex	13450299384	
NA18974.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18974/raw_data/PacBio_Kinnex/NA18974.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18974/raw_data/PacBio_Kinnex	22354238005	
NA18983.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_Kinnex/NA18983.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_Kinnex	22003009838	
NA19036.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA19036/raw_data/PacBio_Kinnex/NA19036.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA19036/raw_data/PacBio_Kinnex	20547671863	
NA18522.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_Kinnex/NA18522.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_Kinnex	32469078572	
HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_Kinnex/HG03369.lymph.m84203_241023_010712_s4-m84203_241023_030638_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_Kinnex	18002826196	
HG00133.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00133/raw_data/PacBio_Kinnex/HG00133.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00133/raw_data/PacBio_Kinnex	21241756872	
HG03804.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_Kinnex/HG03804.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_Kinnex	21859167913	
NA20799.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA20799/raw_data/PacBio_Kinnex/NA20799.lymph.m84081_240724_065335_s1-m84081_240724_045406_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA20799/raw_data/PacBio_Kinnex	23104700406	
HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_Kinnex/HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_Kinnex	40590423542	
HG03710.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_Kinnex/HG03710.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_Kinnex	23283237254	
HG02514.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_Kinnex/HG02514.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02514/raw_data/PacBio_Kinnex	21646787083	
HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_Kinnex/HG02280.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_Kinnex	23544265574	
HG01993.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_Kinnex/HG01993.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_Kinnex	19306453987	
HG02293.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_Kinnex/HG02293.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02293/raw_data/PacBio_Kinnex	20599731428	
HG03704.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_Kinnex/HG03704.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_Kinnex	21078603846	
HG01361.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_Kinnex/HG01361.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG01361/raw_data/PacBio_Kinnex	19581279226	
NA20870.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA20870/raw_data/PacBio_Kinnex/NA20870.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA20870/raw_data/PacBio_Kinnex	20046623263	
NA20805.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/NA20805/raw_data/PacBio_Kinnex/NA20805.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/NA20805/raw_data/PacBio_Kinnex	16489723985	
HG01943.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_Kinnex/HG01943.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_Kinnex	20773553784	
HG00290.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_Kinnex/HG00290.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG00290/raw_data/PacBio_Kinnex	22862627874	
HG01252.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_Kinnex/HG01252.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_Kinnex	18406419932	
HG00126.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_Kinnex/HG00126.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00126/raw_data/PacBio_Kinnex	22908906835	
HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_Kinnex/HG00408.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG00408/raw_data/PacBio_Kinnex	26989538747	
HG03669.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_Kinnex/HG03669.lymph.m84081_240713_013912_s4-m84081_240714_073231_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_Kinnex	16427606504	
HG02615.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_Kinnex/HG02615.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_Kinnex	18389864798	
HG02129.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_Kinnex/HG02129.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_Kinnex	26895251798	
NA19835.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam	s3://human-pangenomics/working/HPRC/NA19835/raw_data/PacBio_Kinnex/NA19835.lymph.m84091_241028_180302_s2-m84091_241028_160334_s1.flnc.bam	s3://human-pangenomics/working/HPRC/NA19835/raw_data/PacBio_Kinnex	18968760686	
HG01940.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_Kinnex/HG01940.lymph.m84081_240721_062628_s1-m84081_240721_042704_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01940/raw_data/PacBio_Kinnex	28063601709	
HG02178.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_Kinnex/HG02178.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG02178/raw_data/PacBio_Kinnex	20586799628	
HG02056.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_Kinnex/HG02056.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_Kinnex	22540812429	
HG02392.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_Kinnex/HG02392.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG02392/raw_data/PacBio_Kinnex	22312972901	
HG01081.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG01081/raw_data/PacBio_Kinnex/HG01081.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG01081/raw_data/PacBio_Kinnex	22530701487	
HG02155.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_Kinnex/HG02155.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG02155/raw_data/PacBio_Kinnex	33729258413	
NA19338.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_Kinnex/NA19338.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA19338/raw_data/PacBio_Kinnex	31233680337	
HG00128.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG00128/raw_data/PacBio_Kinnex/HG00128.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG00128/raw_data/PacBio_Kinnex	17214228716	
HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_Kinnex/HG00280.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_Kinnex	22634301702	
HG03239.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_Kinnex/HG03239.lymph.m84081_240719_223349_s3-m84081_240720_003316_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_Kinnex	19272525182	
HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_Kinnex/HG00099.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_Kinnex	24570013127	
HG02976.lymph.m84081_240531_190112_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_Kinnex/HG02976.lymph.m84081_240531_190112_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_Kinnex	72970820960
HG01099.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_Kinnex/HG01099.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_Kinnex	15015049492	
HG00738.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_Kinnex/HG00738.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_Kinnex	14775455273	
HG04184.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_Kinnex/HG04184.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_Kinnex	17661503820	
NA20827.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA20827/raw_data/PacBio_Kinnex/NA20827.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA20827/raw_data/PacBio_Kinnex	19269511768	
HG00232.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_Kinnex/HG00232.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00232/raw_data/PacBio_Kinnex	25991506104	
HG01786.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_Kinnex/HG01786.lymph.m84081_240728_071012_s1-m84081_240728_051033_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01786/raw_data/PacBio_Kinnex	20292294331	
HG01255.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_Kinnex/HG01255.lymph.m84081_240712_233953_s3-m84081_240714_053249_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_Kinnex	19170975362	
HG02841.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_Kinnex/HG02841.lymph.m84081_240719_183458_s2-m84081_240719_203427_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_Kinnex	22494588890	
HG02015.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02015/raw_data/PacBio_Kinnex/HG02015.lymph.m84081_240715_235807_s3-m84081_240716_015737_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02015/raw_data/PacBio_Kinnex	18541759842	
NA20809.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1.flnc.bam	s3://human-pangenomics/working/HPRC/NA20809/raw_data/PacBio_Kinnex/NA20809.lymph.m84203_241028_200231_s4-m84203_241028_220156_s1.flnc.bam	s3://human-pangenomics/working/HPRC/NA20809/raw_data/PacBio_Kinnex	23939846758	
NA18747.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA18747/raw_data/PacBio_Kinnex/NA18747.lymph.m84081_240726_211757_s1-m84081_240726_191837_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA18747/raw_data/PacBio_Kinnex	14544655392	
HG03583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_Kinnex/HG03583.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_Kinnex	27421499022	
HG01934.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_Kinnex/HG01934.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_Kinnex	18210664268	
NA19909.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_Kinnex/NA19909.lymph.m84203_240912_183748_s1-m84203_240912_203713_s2.flnc.bam	s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_Kinnex	18318478827	
HG03540.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_Kinnex/HG03540.lymph.m84081_240703_203142_s1-m84081_240709_185528_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_Kinnex	22108072780	
HG02391.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02391/raw_data/PacBio_Kinnex/HG02391.lymph.m84081_240722_230051_s3-m84081_240723_010018_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG02391/raw_data/PacBio_Kinnex	21975580826	
HG03130.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG03130/raw_data/PacBio_Kinnex/HG03130.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG03130/raw_data/PacBio_Kinnex	17839611724	
HG03927.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_Kinnex/HG03927.lymph.m84081_240712_214014_s1-m84081_240717_114954_s4.flnc.bam	s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_Kinnex	20741048415	
HG01258.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_Kinnex/HG01258.lymph.m84081_240712_194046_s2-m84081_240717_095021_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG01258/raw_data/PacBio_Kinnex	20349484095	
HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00350/raw_data/PacBio_Kinnex/HG00350.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG00350/raw_data/PacBio_Kinnex	18493789579	
HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_Kinnex/HG03521.lymph.m84203_240913_222952_s1-m84203_240914_002916_s2.flnc.bam	s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_Kinnex	18159529952	
HG02738.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_Kinnex/HG02738.lymph.m84081_240717_055117_s2-m84081_240717_075054_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_Kinnex	18933464324	
HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_Kinnex/HG00597.lymph.m84081_240715_195907_s2-m84081_240715_215836_s1.flnc.bam	s3://human-pangenomics/working/HPRC/HG00597/raw_data/PacBio_Kinnex	21663160178	
NA20503.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA20503/raw_data/PacBio_Kinnex/NA20503.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA20503/raw_data/PacBio_Kinnex	18408389456	
HG00097.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG00097/raw_data/PacBio_Kinnex/HG00097.lymph.m84203_240914_042802_s4-m84203_240914_022843_s3.flnc.bam	s3://human-pangenomics/working/HPRC/HG00097/raw_data/PacBio_Kinnex	15931942940	
NA18952.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18952/raw_data/PacBio_Kinnex/NA18952.lymph.m84081_240724_105227_s4-m84081_240724_085257_s3.flnc.bam	s3://human-pangenomics/working/HPRC/NA18952/raw_data/PacBio_Kinnex	21746926035	
