Accession	Title	Links	Status	Release Date	Created	Updated	Submission	SRA.filename
SRR30613844	Illumina Sequencing of Omni-C Libraries of HG00706	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:11Z	2024-09-10T14:45:18Z	SUB14716579	HG00706-30b-1_S7_L004_R1_001.fastq.gz, HG00706-30b-1_S7_L004_R2_001.fastq.gz
SRR30613848	Illumina Sequencing of Omni-C Libraries of HG04228	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:11Z	2024-09-10T14:45:18Z	SUB14716579	HG04228-12e-1_S11_L003_R1_001.fastq.gz, HG04228-12e-1_S11_L003_R2_001.fastq.gz
SRR30613660	Illumina Sequencing of Omni-C Libraries of HG01099	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T14:45:17Z	SUB14716579	HG01099-48d-2_S10_L004_R1_001.fastq.gz, HG01099-48d-2_S10_L004_R2_001.fastq.gz
SRR30613596	Illumina Sequencing of Omni-C Libraries of HG04204	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:57Z	2024-09-10T14:45:14Z	SUB14716579	HG04204-14ab-2_S10_L004_R1_001.fastq.gz, HG04204-14ab-2_S10_L004_R2_001.fastq.gz
SRR30613820	Illumina Sequencing of Omni-C Libraries of HG01981	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:09Z	2024-09-10T14:45:14Z	SUB14716579	HG01981-51d-1_S1_L002_R1_001.fastq.gz, HG01981-51d-1_S1_L002_R2_001.fastq.gz
SRR30613840	Illumina Sequencing of Omni-C Libraries of HG00706	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:11Z	2024-09-10T14:45:14Z	SUB14716579	HG00706-30b-2_S8_L002_R1_001.fastq.gz, HG00706-30b-2_S8_L002_R2_001.fastq.gz
SRR30613722	Illumina Sequencing of Omni-C Libraries of HG01943	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:02Z	2024-09-10T14:45:13Z	SUB14716579	HG01943-51f-2_S16_L003_R1_001.fastq.gz, HG01943-51f-2_S16_L003_R2_001.fastq.gz
SRR30613718	Illumina Sequencing of Omni-C Libraries of HG02135	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:02Z	2024-09-10T14:45:13Z	SUB14716579	HG02135-09a-1_S7_L004_R1_001.fastq.gz, HG02135-09a-1_S7_L004_R2_001.fastq.gz
SRR30613704	Illumina Sequencing of Omni-C Libraries of HG02293	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:01Z	2024-09-10T14:45:11Z	SUB14716579	HG02293-54d-2_S8_L001_R1_001.fastq.gz, HG02293-54d-2_S8_L001_R2_001.fastq.gz
SRR30613728	Illumina Sequencing of Omni-C Libraries of HG01943	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:02Z	2024-09-10T14:45:11Z	SUB14716579	HG01943-51f-2_S16_L004_R1_001.fastq.gz, HG01943-51f-2_S16_L004_R2_001.fastq.gz
SRR30613774	Illumina Sequencing of Omni-C Libraries of HG02738	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:05Z	2024-09-10T14:45:11Z	SUB14716579	HG02738-40a-1_S17_L001_R1_001.fastq.gz, HG02738-40a-1_S17_L001_R2_001.fastq.gz
SRR30613720	Illumina Sequencing of Omni-C Libraries of HG02135	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:02Z	2024-09-10T14:45:04Z	SUB14716579	HG02135-09a-1_S7_L002_R1_001.fastq.gz, HG02135-09a-1_S7_L002_R2_001.fastq.gz
SRR30613744	Illumina Sequencing of Omni-C Libraries of HG00642	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:03Z	2024-09-10T14:45:04Z	SUB14716579	HG00642-33b-2_S10_L002_R1_001.fastq.gz, HG00642-33b-2_S10_L002_R2_001.fastq.gz
SRR30613855	Illumina Sequencing of Omni-C Libraries of HG03927	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:11Z	2024-09-10T14:45:03Z	SUB14716579	HG03927-31b-1_S5_L003_R1_001.fastq.gz, HG03927-31b-1_S5_L003_R2_001.fastq.gz
SRR30613672	Illumina Sequencing of Omni-C Libraries of HG01346	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T14:45:03Z	SUB14716579	HG01346-35a-1_S13_L004_R1_001.fastq.gz, HG01346-35a-1_S13_L004_R2_001.fastq.gz
SRR30613739	Illumina Sequencing of Omni-C Libraries of HG04115	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:03Z	2024-09-10T14:32:39Z	SUB14716579	HG04115-13a-2_S14_L003_R1_001.fastq.gz, HG04115-13a-2_S14_L003_R2_001.fastq.gz
SRR30613709	Illumina Sequencing of Omni-C Libraries of HG02280	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:01Z	2024-09-10T14:32:32Z	SUB14716579	HG02280-46c-1_S13_L004_R1_001.fastq.gz, HG02280-46c-1_S13_L004_R2_001.fastq.gz
SRR30613874	Illumina Sequencing of Omni-C Libraries of HG03816	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:13Z	2024-09-10T14:32:32Z	SUB14716579	HG03816-01ab-1_S3_L004_R1_001.fastq.gz, HG03816-01ab-1_S3_L004_R2_001.fastq.gz
SRR30613726	Illumina Sequencing of Omni-C Libraries of HG01981	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:02Z	2024-09-10T14:32:31Z	SUB14716579	HG01981-51d-1_S1_L003_R1_001.fastq.gz, HG01981-51d-1_S1_L003_R2_001.fastq.gz
SRR30613809	Illumina Sequencing of Omni-C Libraries of HG01884	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:07Z	2024-09-10T14:32:31Z	SUB14716579	HG01884-49d-1_S5_L004_R1_001.fastq.gz, HG01884-49d-1_S5_L004_R2_001.fastq.gz
SRR30613666	Illumina Sequencing of Omni-C Libraries of HG01099	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T14:32:31Z	SUB14716579	HG01099-48d-1_S9_L004_R1_001.fastq.gz, HG01099-48d-1_S9_L004_R2_001.fastq.gz
SRR30613824	Illumina Sequencing of Omni-C Libraries of HG00738	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:09Z	2024-09-10T14:32:29Z	SUB14716579	HG00738-27a-2_S6_L004_R1_001.fastq.gz, HG00738-27a-2_S6_L004_R2_001.fastq.gz
SRR30613605	Illumina Sequencing of Omni-C Libraries of HG03804	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:57Z	2024-09-10T14:32:29Z	SUB14716579	HG03804-06b-1_S5_L003_R1_001.fastq.gz, HG03804-06b-1_S5_L003_R2_001.fastq.gz
SRR30613668	Illumina Sequencing of Omni-C Libraries of HG00423	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T14:32:29Z	SUB14716579	HG00423-81d-2_S16_L002_R1_001.fastq.gz, HG00423-81d-2_S16_L002_R2_001.fastq.gz
SRR30613674	Illumina Sequencing of Omni-C Libraries of HG04157	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T14:32:29Z	SUB14716579	HG04157-05ab-1_S5_L003_R1_001.fastq.gz, HG04157-05ab-1_S5_L003_R2_001.fastq.gz
SRR30613665	Illumina Sequencing of Omni-C Libraries of HG01099	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T14:32:28Z	SUB14716579	HG01099-48d-2_S10_L001_R1_001.fastq.gz, HG01099-48d-2_S10_L001_R2_001.fastq.gz
SRR30613702	Illumina Sequencing of Omni-C Libraries of HG02293	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:01Z	2024-09-10T14:32:26Z	SUB14716579	HG02293-54d-1_S7_L003_R1_001.fastq.gz, HG02293-54d-1_S7_L003_R2_001.fastq.gz
SRR30613860	Illumina Sequencing of Omni-C Libraries of HG00642	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:12Z	2024-09-10T14:32:26Z	SUB14716579	HG00642-33b-1_S9_L004_R1_001.fastq.gz, HG00642-33b-1_S9_L004_R2_001.fastq.gz
SRR30613663	Illumina Sequencing of Omni-C Libraries of HG01099	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T14:32:26Z	SUB14716579	HG01099-48d-2_S10_L002_R1_001.fastq.gz, HG01099-48d-2_S10_L002_R2_001.fastq.gz
SRR30613743	Illumina Sequencing of Omni-C Libraries of HG04115	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:03Z	2024-09-10T14:32:25Z	SUB14716579	HG04115-13a-1_S13_L003_R1_001.fastq.gz, HG04115-13a-1_S13_L003_R2_001.fastq.gz
SRR30613875	Illumina Sequencing of Omni-C Libraries of HG03816	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:14Z	2024-09-10T14:32:25Z	SUB14716579	HG03816-01ab-1_S3_L003_R1_001.fastq.gz, HG03816-01ab-1_S3_L003_R2_001.fastq.gz
SRR30613890	Illumina Sequencing of Omni-C Libraries of HG02647	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:15Z	2024-09-10T14:32:25Z	SUB14716579	HG02647-36b-2_S20_L003_R1_001.fastq.gz, HG02647-36b-2_S20_L003_R2_001.fastq.gz
SRR30613631	Illumina Sequencing of Omni-C Libraries of HG02602	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:59Z	2024-09-10T14:32:25Z	SUB14716579	HG02602-11a-2_S12_L003_R1_001.fastq.gz, HG02602-11a-2_S12_L003_R2_001.fastq.gz
SRR30613699	Illumina Sequencing of Omni-C Libraries of HG00609	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:01Z	2024-09-10T14:32:23Z	SUB14716579	HG00609-38a-1_S9_L001_R1_001.fastq.gz, HG00609-38a-1_S9_L001_R2_001.fastq.gz
SRR30613903	Illumina Sequencing of Omni-C Libraries of HG02071	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:17Z	2024-09-10T14:32:23Z	SUB14716579	HG02071-10a-1_S9_L002_R1_001.fastq.gz, HG02071-10a-1_S9_L002_R2_001.fastq.gz
SRR30613914	Illumina Sequencing of Omni-C Libraries of HG01993	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:19Z	2024-09-10T14:32:23Z	SUB14716579	HG01993-32a-2_S8_L004_R1_001.fastq.gz, HG01993-32a-2_S8_L004_R2_001.fastq.gz
SRR30613669	Illumina Sequencing of Omni-C Libraries of HG01099	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T14:26:18Z	SUB14716579	HG01099-48d-1_S9_L002_R1_001.fastq.gz, HG01099-48d-1_S9_L002_R2_001.fastq.gz
SRR30613760	Illumina Sequencing of Omni-C Libraries of HG02809	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:04Z	2024-09-10T14:26:16Z	SUB14716579	HG02809-52d-1_S3_L004_R1_001.fastq.gz, HG02809-52d-1_S3_L004_R2_001.fastq.gz
SRR30613595	Illumina Sequencing of Omni-C Libraries of HG04228	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:57Z	2024-09-10T14:26:16Z	SUB14716579	HG04228-12e-1_S11_L001_R1_001.fastq.gz, HG04228-12e-1_S11_L001_R2_001.fastq.gz
SRR30613712	Illumina Sequencing of Omni-C Libraries of HG02280	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:02Z	2024-09-10T14:26:13Z	SUB14716579	HG02280-46c-1_S13_L001_R1_001.fastq.gz, HG02280-46c-1_S13_L001_R2_001.fastq.gz
SRR30613701	Illumina Sequencing of Omni-C Libraries of HG02293	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:01Z	2024-09-10T14:26:12Z	SUB14716579	HG02293-54d-1_S7_L002_R1_001.fastq.gz, HG02293-54d-1_S7_L002_R2_001.fastq.gz
SRR30613737	Illumina Sequencing of Omni-C Libraries of HG04157	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:03Z	2024-09-10T14:26:12Z	SUB14716579	HG04157-05ab-1_S5_L001_R1_001.fastq.gz, HG04157-05ab-1_S5_L001_R2_001.fastq.gz
SRR30613735	Illumina Sequencing of Omni-C Libraries of HG04157	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:03Z	2024-09-10T14:26:12Z	SUB14716579	HG04157-05ab-1_S5_L002_R1_001.fastq.gz, HG04157-05ab-1_S5_L002_R2_001.fastq.gz
SRR30613888	Illumina Sequencing of Omni-C Libraries of HG00423	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:15Z	2024-09-10T14:18:34Z	SUB14716579	HG00423-81d-1_S15_L003_R1_001.fastq.gz, HG00423-81d-1_S15_L003_R2_001.fastq.gz
SRR30613836	Illumina Sequencing of Omni-C Libraries of HG00738	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:10Z	2024-09-10T14:18:34Z	SUB14716579	HG00738-27a-1_S5_L001_R1_001.fastq.gz, HG00738-27a-1_S5_L001_R2_001.fastq.gz
SRR30613763	Illumina Sequencing of Omni-C Libraries of HG02809	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:04Z	2024-09-10T14:08:49Z	SUB14716579	HG02809-52d-1_S3_L001_R1_001.fastq.gz, HG02809-52d-1_S3_L001_R2_001.fastq.gz
SRR30613622	Illumina Sequencing of Omni-C Libraries of HG02809	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:58Z	2024-09-10T14:08:46Z	SUB14716579	HG02809-52d-2_S4_L004_R1_001.fastq.gz, HG02809-52d-2_S4_L004_R2_001.fastq.gz
SRR30613871	Illumina Sequencing of Omni-C Libraries of HG03816	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:13Z	2024-09-10T14:08:46Z	SUB14716579	HG03816-01ab-2_S4_L002_R1_001.fastq.gz, HG03816-01ab-2_S4_L002_R2_001.fastq.gz
SRR30613716	Illumina Sequencing of Omni-C Libraries of HG02135	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:02Z	2024-09-10T14:08:38Z	SUB14716579	HG02135-09a-2_S8_L002_R1_001.fastq.gz, HG02135-09a-2_S8_L002_R2_001.fastq.gz
SRR30613662	Illumina Sequencing of Omni-C Libraries of HG01099	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T14:08:38Z	SUB14716579	HG01099-48d-2_S10_L003_R1_001.fastq.gz, HG01099-48d-2_S10_L003_R2_001.fastq.gz
SRR30613929	Illumina Sequencing of Omni-C Libraries of HG00423	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:21Z	2024-09-10T14:08:19Z	SUB14716579	HG00423-81d-1_S15_L001_R1_001.fastq.gz, HG00423-81d-1_S15_L001_R2_001.fastq.gz
SRR30613756	Illumina Sequencing of Omni-C Libraries of HG03816	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:04Z	2024-09-10T14:03:51Z	SUB14716579	HG03816-01ab-1_S3_L002_R1_001.fastq.gz, HG03816-01ab-1_S3_L002_R2_001.fastq.gz
SRR30613802	Illumina Sequencing of Omni-C Libraries of HG02071	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:06Z	2024-09-10T14:03:47Z	SUB14716579	HG02071-10a-2_S10_L003_R1_001.fastq.gz, HG02071-10a-2_S10_L003_R2_001.fastq.gz
SRR30613765	Illumina Sequencing of Omni-C Libraries of HG02738	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:04Z	2024-09-10T14:03:39Z	SUB14716579	HG02738-40a-2_S18_L004_R1_001.fastq.gz, HG02738-40a-2_S18_L004_R2_001.fastq.gz
SRR30613838	Illumina Sequencing of Omni-C Libraries of HG00706	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:10Z	2024-09-10T14:03:38Z	SUB14716579	HG00706-30b-2_S8_L004_R1_001.fastq.gz, HG00706-30b-2_S8_L004_R2_001.fastq.gz
SRR30613713	Illumina Sequencing of Omni-C Libraries of HG02135	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:02Z	2024-09-10T14:03:34Z	SUB14716579	HG02135-09a-2_S8_L004_R1_001.fastq.gz, HG02135-09a-2_S8_L004_R2_001.fastq.gz
SRR30613677	Illumina Sequencing of Omni-C Libraries of HG04184	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T14:03:28Z	SUB14716579	HG04184-39a-1_S11_L004_R1_001.fastq.gz, HG04184-39a-1_S11_L004_R2_001.fastq.gz
SRR30613837	Illumina Sequencing of Omni-C Libraries of HG00423	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:10Z	2024-09-10T14:03:28Z	SUB14716579	HG00423-81d-2_S16_L001_R1_001.fastq.gz, HG00423-81d-2_S16_L001_R2_001.fastq.gz
SRR30613926	Illumina Sequencing of Omni-C Libraries of HG01981	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:21Z	2024-09-10T13:55:24Z	SUB14716579	HG01981-51d-2_S2_L001_R1_001.fastq.gz, HG01981-51d-2_S2_L001_R2_001.fastq.gz
SRR30613755	Illumina Sequencing of Omni-C Libraries of HG03927	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:04Z	2024-09-10T13:54:58Z	SUB14716579	HG03927-31b-2_S6_L003_R1_001.fastq.gz, HG03927-31b-2_S6_L003_R2_001.fastq.gz
SRR30613717	Illumina Sequencing of Omni-C Libraries of HG02135	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:02Z	2024-09-10T13:54:58Z	SUB14716579	HG02135-09a-2_S8_L001_R1_001.fastq.gz, HG02135-09a-2_S8_L001_R2_001.fastq.gz
SRR30613673	Illumina Sequencing of Omni-C Libraries of HG04204	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T13:54:51Z	SUB14716579	HG04204-14ab-1_S9_L004_R1_001.fastq.gz, HG04204-14ab-1_S9_L004_R2_001.fastq.gz
SRR30613803	Illumina Sequencing of Omni-C Libraries of HG02071	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:06Z	2024-09-10T13:54:49Z	SUB14716579	HG02071-10a-2_S10_L002_R1_001.fastq.gz, HG02071-10a-2_S10_L002_R2_001.fastq.gz
SRR30613850	Illumina Sequencing of Omni-C Libraries of HG04204	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:11Z	2024-09-10T13:54:48Z	SUB14716579	HG04204-14ab-2_S10_L003_R1_001.fastq.gz, HG04204-14ab-2_S10_L003_R2_001.fastq.gz
SRR30613645	Illumina Sequencing of Omni-C Libraries of HG02602	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:59Z	2024-09-10T13:54:48Z	SUB14716579	HG02602-11a-1_S11_L002_R1_001.fastq.gz, HG02602-11a-1_S11_L002_R2_001.fastq.gz
SRR30613606	Illumina Sequencing of Omni-C Libraries of HG00642	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:57Z	2024-09-10T13:54:32Z	SUB14716579	HG00642-33b-1_S9_L002_R1_001.fastq.gz, HG00642-33b-1_S9_L002_R2_001.fastq.gz
SRR30613869	Illumina Sequencing of Omni-C Libraries of HG03816	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:13Z	2024-09-10T13:54:31Z	SUB14716579	HG03816-01ab-2_S4_L004_R1_001.fastq.gz, HG03816-01ab-2_S4_L004_R2_001.fastq.gz
SRR30613703	Illumina Sequencing of Omni-C Libraries of HG02293	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:01Z	2024-09-10T13:54:31Z	SUB14716579	HG02293-54d-1_S7_L004_R1_001.fastq.gz, HG02293-54d-1_S7_L004_R2_001.fastq.gz
SRR30613827	Illumina Sequencing of Omni-C Libraries of HG01346	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:09Z	2024-09-10T13:54:31Z	SUB14716579	HG01346-35a-2_S14_L001_R1_001.fastq.gz, HG01346-35a-2_S14_L001_R2_001.fastq.gz
SRR30613771	Illumina Sequencing of Omni-C Libraries of HG02738	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:04Z	2024-09-10T13:54:30Z	SUB14716579	HG02738-40a-1_S17_L004_R1_001.fastq.gz, HG02738-40a-1_S17_L004_R2_001.fastq.gz
SRR30613922	Illumina Sequencing of Omni-C Libraries of HG01993	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:20Z	2024-09-10T13:54:30Z	SUB14716579	HG01993-32a-1_S7_L001_R1_001.fastq.gz, HG01993-32a-1_S7_L001_R2_001.fastq.gz
SRR30613693	Illumina Sequencing of Omni-C Libraries of HG04157	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:01Z	2024-09-10T13:41:22Z	SUB14716579	HG04157-05ab-2_S6_L001_R1_001.fastq.gz, HG04157-05ab-2_S6_L001_R2_001.fastq.gz
SRR30613872	Illumina Sequencing of Omni-C Libraries of HG03816	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:13Z	2024-09-10T13:41:22Z	SUB14716579	HG03816-01ab-2_S4_L001_R1_001.fastq.gz, HG03816-01ab-2_S4_L001_R2_001.fastq.gz
SRR30613841	Illumina Sequencing of Omni-C Libraries of HG00706	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:11Z	2024-09-10T13:41:22Z	SUB14716579	HG00706-30b-2_S8_L001_R1_001.fastq.gz, HG00706-30b-2_S8_L001_R2_001.fastq.gz
SRR30613839	Illumina Sequencing of Omni-C Libraries of HG00706	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:11Z	2024-09-10T13:41:22Z	SUB14716579	HG00706-30b-2_S8_L003_R1_001.fastq.gz, HG00706-30b-2_S8_L003_R2_001.fastq.gz
SRR30613859	Illumina Sequencing of Omni-C Libraries of HG03831	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:12Z	2024-09-10T13:41:21Z	SUB14716579	HG03831-37a-2_S16_L003_R1_001.fastq.gz, HG03831-37a-2_S16_L003_R2_001.fastq.gz
SRR30613906	Illumina Sequencing of Omni-C Libraries of HG02004	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:17Z	2024-09-10T13:41:21Z	SUB14716579	HG02004-41a-2_S20_L004_R1_001.fastq.gz, HG02004-41a-2_S20_L004_R2_001.fastq.gz
SRR30613652	Illumina Sequencing of Omni-C Libraries of HG01255	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:59Z	2024-09-10T13:41:21Z	SUB14716579	HG01255-22b-2_S2_L002_R1_001.fastq.gz, HG01255-22b-2_S2_L002_R2_001.fastq.gz
SRR30613630	Illumina Sequencing of Omni-C Libraries of HG02683	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:58Z	2024-09-10T13:41:21Z	SUB14716579	HG02683-44a-2_S16_L001_R1_001.fastq.gz, HG02683-44a-2_S16_L001_R2_001.fastq.gz
SRR30613641	Illumina Sequencing of Omni-C Libraries of HG02300	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:59Z	2024-09-10T13:41:20Z	SUB14716579	HG02300-42a-2_S22_L002_R1_001.fastq.gz, HG02300-42a-2_S22_L002_R2_001.fastq.gz
SRR30613659	Illumina Sequencing of Omni-C Libraries of HG01255	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:00Z	2024-09-10T13:20:07Z	SUB14716579	HG01255-22b-1_S1_L001_R1_001.fastq.gz, HG01255-22b-1_S1_L001_R2_001.fastq.gz
SRR30613857	Illumina Sequencing of Omni-C Libraries of HG03927	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:12Z	2024-09-10T13:20:06Z	SUB14716579	HG03927-31b-1_S5_L001_R1_001.fastq.gz, HG03927-31b-1_S5_L001_R2_001.fastq.gz
SRR30613626	Illumina Sequencing of Omni-C Libraries of HG02615	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:58Z	2024-09-10T13:20:06Z	SUB14716579	HG02615-25b-1_S3_L003_R1_001.fastq.gz, HG02615-25b-1_S3_L003_R2_001.fastq.gz
SRR30613705	Illumina Sequencing of Omni-C Libraries of HG02300	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:01Z	2024-09-10T13:20:05Z	SUB14716579	HG02300-42a-1_S21_L001_R1_001.fastq.gz, HG02300-42a-1_S21_L001_R2_001.fastq.gz
SRR30613918	Illumina Sequencing of Omni-C Libraries of HG01993	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:19Z	2024-09-10T13:20:05Z	SUB14716579	HG01993-32a-2_S8_L001_R1_001.fastq.gz, HG01993-32a-2_S8_L001_R2_001.fastq.gz
SRR30613640	Illumina Sequencing of Omni-C Libraries of HG02300	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:59Z	2024-09-10T13:20:04Z	SUB14716579	HG02300-42a-2_S22_L001_R1_001.fastq.gz, HG02300-42a-2_S22_L001_R2_001.fastq.gz
SRR30613856	Illumina Sequencing of Omni-C Libraries of HG03927	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:11Z	2024-09-10T13:02:55Z	SUB14716579	HG03927-31b-1_S5_L002_R1_001.fastq.gz, HG03927-31b-1_S5_L002_R2_001.fastq.gz
SRR30613851	Illumina Sequencing of Omni-C Libraries of HG04204	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:11Z	2024-09-10T13:02:55Z	SUB14716579	HG04204-14ab-2_S10_L001_R1_001.fastq.gz, HG04204-14ab-2_S10_L001_R2_001.fastq.gz
SRR30613628	Illumina Sequencing of Omni-C Libraries of HG02615	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:58Z	2024-09-10T13:02:54Z	SUB14716579	HG02615-25b-1_S3_L001_R1_001.fastq.gz, HG02615-25b-1_S3_L001_R2_001.fastq.gz
SRR30613696	Illumina Sequencing of Omni-C Libraries of HG03927	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:32:01Z	2024-09-10T13:02:53Z	SUB14716579	HG03927-31b-2_S6_L002_R1_001.fastq.gz, HG03927-31b-2_S6_L002_R2_001.fastq.gz
SRR30613586	Illumina Sequencing of Omni-C Libraries of HG00706	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:57Z	2024-09-10T12:53:00Z	SUB14716579	HG00706-30b-1_S7_L002_R1_001.fastq.gz, HG00706-30b-1_S7_L002_R2_001.fastq.gz
SRR30613601	Illumina Sequencing of Omni-C Libraries of HG04157	BioProject: 1, BioSample: 1	Released	2024-09-10	2024-09-10T07:31:57Z	2024-09-10T12:53:00Z	SUB14716579	HG04157-05ab-1_S5_L004_R1_001.fastq.gz, HG04157-05ab-1_S5_L004_R2_001.fastq.gz
