	filename	sample_ID	library_ID	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	data_type	shear_method	size_selection	ccs_algorithm	polymerase_version	seq_plate_chemistry_version	generator_facility	generator_contact	notes	total_reads	total_bp	total_Gbp	min	max	quartile_25	quartile_50	quartile_75	N25	N50	N75
65	m64043_210625_184443.hifi_reads.bam	HG01496	HG01496_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		4669004	103450736004	103.45	87.33333333333333	62789.666666666664	18015.333333333332	20861.0	25224.0	56088	67408	80682
66	m64043_210702_183246.hifi_reads.bam	HG00544	HG00544_lib2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		6359433	123111383507	123.11	101.6	55243.2	16962.6	18503.4	21436.6	86190	95453	111545
67	m64043_210704_052805.hifi_reads.bam	HG01099	HG01099_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		5333429	101389815928	101.4	633.0	53905.333333333336	16163.333333333334	18663.0	21069.0	49878	58034	65221
68	m64043_210709_205614.hifi_reads.bam	HG02004	HG02004_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		5994441	116279722292	116.28	193.25	56206.5	16481.25	18508.75	21671.0	67502	77877	90366
69	m64043_210716_230222.hifi_reads.bam	HG01943	HG01943_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		5224545	98451504876	98.45	80.66666666666667	53774.0	17336.333333333332	18548.0	20039.0	52533	56335	60991
70	m64043_210723_184340.hifi_reads.bam	HG02809	HG02809_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	bc1019 barcoded adapter	5397603	114056028254	114.05	130.0	62910.75	17412.5	20547.5	23792.25	72207	86213	99896
71	m64043_210901_164337-bc1022.5mc.hifi_reads.bam	HG02015	HG02015_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		8968594	170994721462	171.0	59.333333333333336	270461.3333333333	16054.0	17745.666666666668	21127.333333333332	49630	56597	67801
72	m64043_211113_003158-bc1003.5mc.hifi_reads.bam	HG01975	HG01975_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5515995	108746099808	108.73	500.25	62022.5	17633.5	18913.25	20845.0	71279	77022	86060
73	m64043_211118_185250-bc1008.5mc.hifi_reads.bam	MGISTL_PAN027_HG06807	MGISTL_PAN027_HG06807_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5650622	110065163025	110.06	478.5	54925.5	17330.5	19242.0	21372.25	71185	78828	88036
74	m64043_211124_192057.5mc.hifi_reads.bam	HG01192	HG01192_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5336643	109768814629	109.77000000000001	146.0	53050.0	18065.333333333332	19867.0	22415.666666666668	55331	61269	69846
75	m64043_211210_180342-bc1021.5mc.hifi_reads.bam	HG00597	HG00597_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5615541	113675838638	113.68	163.25	50902.0	18039.25	19289.25	20980.5	72851	78243	85484
76	m64043_211217_180919-bc1011.5mc.hifi_reads.bam	HG02258	HG02258_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5499454	113359237881	113.36	145.25	51184.0	18677.25	20144.25	22060.0	75691	81914	90178
77	m64043_211222_184851-bc1001.5mc.hifi_reads.bam	HG01261	HG01261_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5161088	108829925406	108.82	519.5	63969.25	18124.75	19704.0	22736.5	73703	81253	97891
78	m64043_220107_191226-bc1012.5mc.hifi_reads.bam	HG03834	HG03834_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5598083	116889371257	116.88	204.0	61351.333333333336	18843.333333333332	20301.333333333332	22315.333333333332	57246	61963	68584
79	m64043_220114_181052-bc1009.5mc.hifi_reads.bam	HG02056	HG02056_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5679969	113846751906	113.85	178.25	54760.25	17812.5	19401.5	21833.25	72695	79785	91289
80	m64043_220429_171542-bc1002.5mc.hifi_reads.bam	HG02273	HG02273_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5903679	121600583776	121.61	201.66666666666666	62397.333333333336	17286.0	20040.333333333332	22991.333333333332	53236	62789	71826
81	m64043_220516_150157-bc1008.5mc.hifi_reads.bam	HG03225	HG03225_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5326587	112212870399	112.21	218.75	59274.0	18472.25	20378.5	23025.25	75535	83893	95580
82	m64043_220617_195135-bc1009.5mc.hifi_reads.bam	HG02976	HG02976_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5647116	112783863474	112.78999999999999	362.0	58631.25	18041.0	19545.0	21432.75	73250	79566	87651
83	m64043_220701_181144-bc1011.5mc.hifi_reads.bam	NA18971	NA18971_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5613400	112771322891	112.78	123.75	58901.0	17193.25	19176.5	21526.25	70682	78971	88920
84	m64043_220708_205637-bc1015.5mc.hifi_reads.bam	NA18612	NA18612_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5841587	112118957729	112.12	61.333333333333336	61085.0	16774.666666666668	18415.333333333332	20902.0	51364	56867	65584
85	m64043_220715_182700-bc1017.5mc.hifi_reads.bam	HG02965	HG02965_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5649185	117758080603	117.75999999999999	61.0	69066.33333333333	17728.0	19579.0	22870.0	54418	61107	73738
86	m64043_220726_203720-bc1010.5mc.hifi_reads.bam	HG03195	HG03195_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5231064	108936228750	108.93	284.75	65133.75	18408.5	20479.0	23915.5	75397	85608	100251
87	m64043_220728_173215-bc1012.5mc.hifi_reads.bam	HG02155	HG02155_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5548657	109337497040	109.33	102.5	59921.0	16897.75	18752.25	21935.5	69165	78106	92399
88	m64043_220728_173215-bc1016.5mc.hifi_reads.bam	HG00323	HG00323_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5649668	108877434581	108.88	59.0	58728.0	16918.25	19058.5	21932.0	69546	79362	91132
89	m64043_220728_173215-bc1018.5mc.hifi_reads.bam	HG00140	HG00140_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5079512	110351432113	110.35	109.5	66877.75	18370.75	20403.5	23533.5	75372	84798	99512
90	m64076_200125_231256.ccs.bam	HG02257	HG02257.HiFiEx_f2	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 21kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu		5749113	110635040140	110.64	47.25	49652.5	17425.25	18915.5	20688.25	70754	76939	84386
91	m64076_200201_051547.ccs.bam	HG01358	HG01358_HiFiEx_f1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu		6364271	117005328812	117.01	46.25	48687.75	16444.75	18092.25	20024.25	67233	74028	82211
92	m64076_200306_185917.ccs.bam	HG01258	HG01258.HiFiEx_f1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 21kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu		5577429	111148503052	111.15	45.25	50051.75	17271.75	19567.25	22331.25	71587	81323	92783
93	m64076_201013_225902.ccs.bam	HG002	NA24385_HG002.f4.f3	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 23kb fractionated gDNA	unaligned reads	g-TUBE	SageELF	ccs 4.2.0 (commit v4.2.0-1-g450908e4)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu		1763308	36529831416	36.53	46.0	58350.5	18793.5	19981.5	21594.5	37956	40498	44245
94	m64076_210623_104349.hifi_reads.bam	HG04115	HG04115.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 23kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu		4531755	94768332991	94.77000000000001	311.0	58577.0	17012.333333333332	20342.0	24285.666666666668	54623	65260	77639
95	m64076_210701_234028.hifi_reads.bam	HG04184	HG04184.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu		5757224	108310319084	108.31	249.75	52703.75	15966.75	18158.5	21123.75	66012	75892	88706
96	m64076_210706_214544.hifi_reads.bam	HG02738	HG02738.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 22kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu		5025655	94670794528	94.67	311.5	55540.75	15815.25	18066.25	21151.5	65577	75842	89336
97	m64076_211109_232223-bc1003.5mc.hifi_reads.bam	HG02451	HG02451_SRE.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 25kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.2.0	P2.2	C2	University of Washington	kmiyamot@uw.edu		7435443	131328267349	131.32	221.0	54143.25	15516.5	17568.5	20465.0	63985	73426	86040
98	m64076_220513_215716-bc2018.5mc.hifi_reads.bam	HG03130	HG03130.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 22kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu		5983670	117430041495	117.43	76.33333333333333	57822.333333333336	16157.333333333334	18824.666666666668	22318.0	50791	59817	71092
99	m64076_220520_234906-bc2020.5mc.hifi_reads.bam	HG03209	HG03209.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 22kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu		6212818	116291157249	116.28999999999999	349.0	55815.25	15878.5	18069.5	21054.75	65673	75573	88428
100	m64076_220902_143723-bc2054.5mc.hifi_reads.bam	HG02165	PG02165.HFSS2	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 21kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu		6574514	134714728151	134.71	85.33333333333333	61906.0	17573.666666666668	19856.666666666668	22877.666666666668	54302	61924	71455
101	m64076_220908_204946-bc2056.5mc.hifi_reads.bam	HG02040	HG02040.HFSS2	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 22kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu		6239647	129897975183	129.91	88.66666666666667	64304.333333333336	17708.666666666668	20125.333333333332	23418.0	54992	63153	73761
102	m64076_220914_214248-bc2060.5mc.hifi_reads.bam	NA20905	PG20905.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 24kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu		6446308	128900471343	128.9	71.66666666666667	65137.333333333336	16709.333333333332	19306.0	22672.0	52271	60955	71649
103	m64136_200530_164818.ccs.bam	HG01978	HG01978_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529			Washington University	tgraves@wustl.edu		4495166	117569516835	117.57	45.5	50242.75	22851.0	25408.25	28811.5	93699	104806	119563
104	m64136_200612_201033.ccs.bam	HG01952	HG01952_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529			Washington University	tgraves@wustl.edu		5991057	127850914815	127.85999999999999	46.5	49848.5	18528.25	20428.25	23504.25	75549	84436	98134
105	m64136_200618_202033.ccs.bam	HG02148	HG02148_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529			Washington University	tgraves@wustl.edu		7020044	123243469053	123.25	46.0	48076.75	15249.75	16443.75	19205.5	61818	67727	81446
106	m64136_200625_174949.ccs.bam	HG00741	HG00741_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529			Washington University	tgraves@wustl.edu		4835556	119232230465	119.22999999999999	47.0	49931.25	21658.5	24138.5	27168.0	88884	99360	112160
107	m64136_200702_173125.ccs.bam	HG01071	HG01071_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529			Washington University	tgraves@wustl.edu		4090855	108931802760	108.94	45.5	50365.75	23342.75	26135.5	29446.0	95991	107696	121502
108	m64136_200710_174522.ccs.bam	HG00621	HG00621_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	8.0.0.80529			Washington University	tgraves@wustl.edu		5570675	122495600276	122.5	46.0	50292.5	18609.25	20605.0	24341.0	76173	85998	103742
109	m64136_210205_190622.hifi_reads.bam	HG02027	HG02027_lib	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	9.0.0.92188	P2	C2	Washington University	tgraves@wustl.edu		6882884	132656499829	132.65	51.0	54292.75	17166.0	18547.0	20516.25	69668	75721	84922
110	m64136_210317_200525.hifi_reads.bam	HG02083	HG02083_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		6771141	135208661533	135.20999999999998	87.75	60862.5	17222.5	18732.5	21935.5	70063	77239	92567
111	m64136_210528_171842.hifi_reads.bam	HG02615	HG02615_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		5106624	98980800388	98.99000000000001	385.6666666666667	55708.666666666664	16756.666666666668	18552.333333333332	21547.0	51297	57709	67077
112	m64136_210604_175856.hifi_reads.bam	HG01433	HG01433_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		5136189	112606001878	112.6	410.25	59710.75	18522.5	20901.0	24570.25	76220	87674	103255
113	m64136_210612_053350.hifi_reads.bam	HG03831	HG03831_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		4398260	95685774965	95.68	379.5	57239.0	19472.0	21073.25	23310.0	79033	85972	95934
114	m64136_210620_054327.hifi_reads.bam	HG00609	HG00609_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		5233445	106818117234	106.82	298.0	60784.333333333336	17456.333333333332	19193.666666666668	22590.666666666668	53411	59804	71578
115	m64136_210625_184731.hifi_reads.bam	HG01981	HG01981_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		4697297	105381607407	105.39	218.66666666666666	61403.0	20068.333333333332	21693.0	23984.0	61015	66361	73984
116	m64136_210716_230343.hifi_reads.bam	HG02280	HG02280_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu		5307881	100467062637	100.46	306.3333333333333	56438.0	16167.0	18562.333333333332	20949.666666666668	49837	57677	64862
117	m64136_210723_184622.hifi_reads.bam	HG01934	HG01934_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	bc1020 barcoded adapter	4840665	99480156897	99.47999999999999	120.0	56138.75	17345.0	19128.25	23084.0	70875	80428	97387
118	m64136_211111_194404-bc1002.5mc.hifi_reads.bam	HG00408	HG00408_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		6029700	115745305054	115.75	114.66666666666667	56838.666666666664	16491.0	17947.0	20937.0	50330	55580	67015
119	m64136_220422_181133-bc1001.5mc.hifi_reads.bam	HG02129	HG02129_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5791933	111372866552	111.37	98.33333333333333	61349.333333333336	16334.666666666666	18830.333333333332	20970.0	50954	58095	65169
120	m64136_220726_203708-bc1020.5mc.hifi_reads.bam	NA20805	NA20805_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1	SageELF	6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu		5821660	120376132609	120.38	111.0	69637.33333333333	18934.0	20467.666666666668	22222.0	57599	62301	67732
121	m64457e_220827_152226-bc2052.5mc.hifi_reads.bam	NA20752	PG20752.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 23kb fractionated gDNA	unaligned reads	Megaruptor 3	PippinHT	6.3.0	P3.2	C2	University of Washington	kmiyamot@uw.edu		6508805	137287469574	137.28	82.33333333333333	60066.666666666664	17889.0	20366.0	23672.333333333332	55493	63820	74372
