__index__filename	accession	path	manifest_checksum	manifest_gs_path	index_sheet	in_working
m84081_231119_025301_s3.hifi_reads.bc2067.bam	SRR29396889					
NWM188b-1_S5_L002_R1_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-1_S5_L002_R1_001.fastq.gz	3f9dfd3d05d1a7c88520ce2a17586b4f	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02257/raw_data/hic/NWM188b-1_S5_L002_R1_001.fastq.gz	hic	true
HG02523-1_FC2_S75_L004_R1_001.fastq.gz		s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG02523/raw_data/hic/HG02523-1_FC2_S75_L004_R1_001.fastq.gz			hic	false
NA21102-1_FC2_S11_L001_R1_001.fastq.gz		s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA21102/raw_data/hic/NA21102-1_FC2_S11_L001_R1_001.fastq.gz			hic	false
HG01252.m64330e_220414_054422.dc.q20.fastq.gz	SRR30729196	s3://human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m64330e_220414_054422.dc.q20.fastq.gz	3d36aca5eb2b8be85b01b53ac229dd39	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01252/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01252.m64330e_220414_054422.dc.q20.fastq.gz	dc	true
HG03516_PAK11017_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR31367169	s3://human-pangenomics/working/HPRC/HG03516/raw_data/nanopore/guppy_6/HG03516_PAK11017_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	aeab6dd193458edeb6b82a51a9d74a98	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03516/raw_data/nanopore/guppy_6/HG03516_PAK11017_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
NA20827.final.cram		s3://human-pangenomics/working/HPRC/NA20827/raw_data/Illumina/child/NA20827.final.cram	ba42bedde3eac44031b91ccf6c03ed2d	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA20827/raw_data/Illumina/child/NA20827.final.cram	ill	true
HG00350-2_FC1_S32_L002_R2_001.fastq.gz		s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00350/raw_data/hic/HG00350-2_FC1_S32_L002_R2_001.fastq.gz			hic	false
m64043_200516_230634.ccs.bam	SRR13684383	s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200516_230634.ccs.bam	219175c7f2e81d3f03adea790945d7a5	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200516_230634.ccs.bam	hifi	true
HG03492_PAK40676_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR33819692		4a1a078865d444feefcdf8fc831c3aa7			
HG03927-31b-2_S6_L002_R1_001.fastq.gz	SRR30613696	s3://human-pangenomics/working/HPRC/HG03927/raw_data/hic/HG03927-31b-2_S6_L002_R1_001.fastq.gz	2719ff838b7fbeec5ab5e2726633ea88	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03927/raw_data/hic/HG03927-31b-2_S6_L002_R1_001.fastq.gz	hic	true
m64076_210516_091844.hifi_reads.bam	SRR18158610	s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m64076_210516_091844.hifi_reads.bam	81fbde770fadca04adb81571b6e3e3c0	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m64076_210516_091844.hifi_reads.bam	hifi	true
m64076_210601_061523.hifi_reads.bam	SRR18158597	s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m64076_210601_061523.hifi_reads.bam	6642ed8dde2541ef9513d70b8cbba4c7	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m64076_210601_061523.hifi_reads.bam	hifi	true
HG02559.m64076_200215_021919.dc.q20.fastq.gz	SRR30717167	s3://human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m64076_200215_021919.dc.q20.fastq.gz	f7b09d93f197ab4b1b8490610d57e69c	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02559/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02559.m64076_200215_021919.dc.q20.fastq.gz	dc	true
HG002.HiC_2_NovaSeq_rep1_run1_S1_L001_R2_001.fastq.gz		s3://human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_2_NovaSeq_rep1_run1_S1_L001_R2_001.fastq.gz	936cf9fad6516ba7b57a35ea6108aa10	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC_PLUS/HG002/raw_data/hic/HG002.HiC_2_NovaSeq_rep1_run1_S1_L001_R2_001.fastq.gz	hic	true
09_12_23_R1041_HPRC_HG01028_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497646					
HG03742-2_S32_L003_R1_001.fastq.gz	SRR30242328	s3://human-pangenomics/working/HPRC/HG03742/raw_data/hic/HG03742-2_S32_L003_R1_001.fastq.gz	a1709d461fe1fb383b55e1dd60cfcefd	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03742/raw_data/hic/HG03742-2_S32_L003_R1_001.fastq.gz	hic	true
m84081_231119_032407_s4.hifi_reads.bc2087.bam	SRR30545952	s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2087.bam	b8f33443bc1f5e62fb26e7d35d49939c	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2087.bam	hifi	true
HG02630.m64043_200501_162248.dc.q20.fastq.gz	SRR30717175	s3://human-pangenomics/working/HPRC/HG02630/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02630.m64043_200501_162248.dc.q20.fastq.gz	bbd6ad6c326f1ceebb891d83a8732a11	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02630/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02630.m64043_200501_162248.dc.q20.fastq.gz	dc	true
s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20762/raw_data/hic/NA20762-2_FC1_S28_L002_R1_001.fastq.gz	SRR34949496					
08_10_21_R941_HG02647_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR26313838					
HG00272-2_FC2_S4_L001_R2_001.fastq.gz		s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00272/raw_data/hic/HG00272-2_FC2_S4_L001_R2_001.fastq.gz			hic	false
m54306Ue_220817_100412.5mc.hifi_reads.bam	SRR30152005	s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/primrose/m54306Ue_220817_100412.5mc.hifi_reads.bam	12227b28de58d3ce33984240dd47171e	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/primrose/m54306Ue_220817_100412.5mc.hifi_reads.bam	hifi	true
12_12_23_R1041_HPRC_NA18976_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497525	s3://human-pangenomics/working/HPRC/NA18976/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA18976_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	3d6802d27442875d4a7123a8e7e7a303	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA18976/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA18976_3_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	ont	true
s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19776/raw_data/hic/NA19776-2_FC3_S63_L003_R1_001.fastq.gz	SRR34949657					
HG02624-1_FC2_S25_L003_R2_001.fastq.gz						
NA18970-m64121_230125_064017.hifi_reads.fastq.gz		s3://human-pangenomics/submissions/B25289BC-5C70-4C42-B2EC-6E742BC82EE1--AMED_HPRC_collaboration/NA18970/raw_data/PacBio_HiFi/m64121_230125_064017.hifi_reads.fastq.gz			hifi	false
NWM187c-1_S4_L002_R1_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG01358/raw_data/hic/NWM187c-1_S4_L002_R1_001.fastq.gz	d1a136576cf1db85fa8e5f196380dd81	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01358/raw_data/hic/NWM187c-1_S4_L002_R1_001.fastq.gz	hic	true
SE5138_NWM052-3_S9_L005_R2_001.trimmed.fastq.gz		s3://human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/hic/SE5138_NWM052-3_S9_L005_R2_001.trimmed.fastq.gz	7ba5a6f8bdfa1c41a84640a6c2d66339	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC_PLUS/HG01243/raw_data/hic/SE5138_NWM052-3_S9_L005_R2_001.trimmed.fastq.gz	hic	true
HG01496-43a-2_S14_L004_R2_001.fastq.gz	SRR30613814	s3://human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-2_S14_L004_R2_001.fastq.gz	0e16d2b969d6e7efbf6a3935ca93eeca	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01496/raw_data/hic/HG01496-43a-2_S14_L004_R2_001.fastq.gz	hic	true
HG03688.m54329U_210618_202343.dc.q20.fastq.gz	SRR25618917	s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03688.m54329U_210618_202343.dc.q20.fastq.gz	a7ddb3fa9672b20264139695bd6a3d34	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03688.m54329U_210618_202343.dc.q20.fastq.gz	dc	true
s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC1_S55_L003_R2_001.fastq.gz	SRR34949408					
HG03583-1_FC1_S15_L004_R1_001.fastq.gz	SRR30310807	s3://human-pangenomics/working/HPRC/HG03583/raw_data/hic/HG03583-1_FC1_S15_L004_R1_001.fastq.gz	3527ee786273d3865e3de7099b362429	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03583/raw_data/hic/HG03583-1_FC1_S15_L004_R1_001.fastq.gz	hic	true
09_06_23_R1041_HPRC_HG02624_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497342					
07_20_21_R941_HG03710_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR26313830					
HG04115-13a-1_S13_L002_R1_001.fastq.gz	SRR30613745	s3://human-pangenomics/working/HPRC/HG04115/raw_data/hic/HG04115-13a-1_S13_L002_R1_001.fastq.gz	3d79cb7eaa30b93aba62c9c770ca1581	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG04115/raw_data/hic/HG04115-13a-1_S13_L002_R1_001.fastq.gz	hic	true
01_16_24_R1041_HPRC_NA21110_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497482	s3://human-pangenomics/working/HPRC/NA21110/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_NA21110_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	6894442ae7afc61c03e5e8846c1ee426	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA21110/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/01_16_24_R1041_HPRC_NA21110_2_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	ont	true
HG04160-02b-2_S2_L002_R1_001.fastq.gz	SRR30613684	s3://human-pangenomics/working/HPRC/HG04160/raw_data/hic/HG04160-02b-2_S2_L002_R1_001.fastq.gz	117714ffd13cf341765e649ac6244552	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG04160/raw_data/hic/HG04160-02b-2_S2_L002_R1_001.fastq.gz	hic	true
01_09_24_R1041_AMED-Collaboration-HPRC_NA18960_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	SRR34092370	s3://human-pangenomics/working/HPP/AMED/NA18960/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18960_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	b70185554765340268b976e5390155be	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPP/AMED/NA18960/raw_data/nanopore/dorado0.5.3_sup4.3.0_5mCG_5hmCG/01_09_24_R1041_AMED-Collaboration-HPRC_NA18960_2_dorado0.5.3_sup4.3.0_5mCG_5hmCG.bam	ont	true
NA18570-1_S6_L003_R2_001.fastq.gz	SRR30242157	s3://human-pangenomics/working/HPRC/NA18570/raw_data/hic/NA18570-1_S6_L003_R2_001.fastq.gz	e91f66e6019a4452823af5cd4f2a6b27	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA18570/raw_data/hic/NA18570-1_S6_L003_R2_001.fastq.gz	hic	true
NA19159-1_S8_L002_R2_001.fastq.gz	SRR30242443	s3://human-pangenomics/working/HPRC/NA19159/raw_data/hic/NA19159-1_S8_L002_R2_001.fastq.gz	f8bd4c03cdbe3df3a9578431ce603613	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA19159/raw_data/hic/NA19159-1_S8_L002_R2_001.fastq.gz	hic	true
m64136_200605_040848.ccs.bam	SRR13684372	s3://human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200605_040848.ccs.bam	d0f935bf5914ea0fe221261f83f6574a	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG01978/raw_data/PacBio_HiFi/m64136_200605_040848.ccs.bam	hifi	true
NA19468-2_S29_L004_R2_001.fastq.gz	SRR30242498	s3://human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L004_R2_001.fastq.gz	b8f3869b5727acfb5d7e08b5a77b7c82	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA19468/raw_data/hic/NA19468-2_S29_L004_R2_001.fastq.gz	hic	true
m64334e_220815_142753.5mc.hifi_reads.bam	SRR30152003	s3://human-pangenomics/working/HPRC/NA18570/raw_data/PacBio_HiFi/primrose/m64334e_220815_142753.5mc.hifi_reads.bam	213283f6311632db4865d2a62e92286a	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA18570/raw_data/PacBio_HiFi/primrose/m64334e_220815_142753.5mc.hifi_reads.bam	hifi	true
m84091_230719_162122_s2.hifi_reads.bc1018.bam	SRR29405826					
12_12_23_R1041_HPRC_NA19443_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	SRR29497502	s3://human-pangenomics/working/HPRC/NA19443/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA19443_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	92af5e44d43524df53e355b9da26c186	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA19443/raw_data/nanopore/dorado0.6.0_sup4.3.0_5mCG_5hmCG/12_12_23_R1041_HPRC_NA19443_1_dorado0.6.0_sup4.3.0_5mCG_5hmCG.bam	ont	true
HG03516_PAM62473_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR31367209					
NWM033-1_S14_L002_R2_001.trimmed.fastq.gz		s3://human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/hic/NWM033-1_S14_L002_R2_001.trimmed.fastq.gz	d1f1fc9345773c338d0409455c7949be	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC_PLUS/HG01109/raw_data/hic/NWM033-1_S14_L002_R2_001.trimmed.fastq.gz	hic	true
s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/HG00272/raw_data/hic/HG00272-2_FC1_S4_L001_R1_001.fastq.gz	SRR34949490					
NWM199a-2_S14_L004_R2_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG03453/raw_data/hic/NWM199a-2_S14_L004_R2_001.fastq.gz	97ca886674cb66d8d4104cd457d88d9a	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03453/raw_data/hic/NWM199a-2_S14_L004_R2_001.fastq.gz	hic	true
HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam		s3://human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_Kinnex/HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	b0ccdbf68f4f81bdfb89d300c9a16c80	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02273/raw_data/PacBio_Kinnex/HG02273.lymph.m84081_240721_102523_s4-m84081_240721_082556_s3.flnc.bam	kinnex	true
05_03_22_R94_HG02055_NEB650_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR33820683	s3://human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/nanopore/guppy_6/05_03_22_R94_HG02055_NEB650_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ea84a620970a1187a09cbdad2b2a2d0a	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/nanopore/guppy_6/05_03_22_R94_HG02055_NEB650_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
HG00106-2_FC2_S30_L003_R2_001.fastq.gz						
HG03816-01ab-1_S3_L004_R2_001.fastq.gz	SRR30613874	s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-1_S3_L004_R2_001.fastq.gz	678625e1271e0a8b5be85ba9408a94da	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-1_S3_L004_R2_001.fastq.gz	hic	true
NA19190-1_FC2_S9_L001_R2_001.fastq.gz						
07_20_21_R941_HG03942_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR26313819					
NWM201a-2_S16_L002_R2_001.fastq.gz		s3://human-pangenomics/working/HPRC/HG03471/raw_data/hic/NWM201a-2_S16_L002_R2_001.fastq.gz	142573e17555810e70027a4a267edca5	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03471/raw_data/hic/NWM201a-2_S16_L002_R2_001.fastq.gz	hic	true
m64136_200618_202033.ccs.bam	SRR13684391	s3://human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m64136_200618_202033.ccs.bam	89e30e2493586774a6cf0c9fa5decfe8	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02148/raw_data/PacBio_HiFi/m64136_200618_202033.ccs.bam	hifi	true
06_14_22_R941_HG02109_CIR_Control_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR33820679	s3://human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/nanopore/guppy_6/06_14_22_R941_HG02109_CIR_Control_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ba11e77acb4fd9ad915eec30cbbb67e7	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC_PLUS/HG02109/raw_data/nanopore/guppy_6/06_14_22_R941_HG02109_CIR_Control_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
HG04199-20b-1_S17_L002_R2_001.fastq.gz	SRR30613587	s3://human-pangenomics/working/HPRC/HG04199/raw_data/hic/HG04199-20b-1_S17_L002_R2_001.fastq.gz	09cc1ba200296418306a584e1dbb8ad9	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG04199/raw_data/hic/HG04199-20b-1_S17_L002_R2_001.fastq.gz	hic	true
03_14_23_R941_HG02572_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR31366980					
HG02074-08c-1_S15_L002_R2_001.fastq.gz	SRR30613799	s3://human-pangenomics/working/HPRC/HG02074/raw_data/hic/HG02074-08c-1_S15_L002_R2_001.fastq.gz	178a608e547ad44f0fc0194f1cc922f8	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02074/raw_data/hic/HG02074-08c-1_S15_L002_R2_001.fastq.gz	hic	true
HG03471.m64043_200611_073649.dc.q20.fastq.gz	SRR30717358	s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200611_073649.dc.q20.fastq.gz	a8c4ae0f4aee7a7ede13dcb3d00f1614	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03471.m64043_200611_073649.dc.q20.fastq.gz	dc	true
NA19682-1_FC3_S55_L003_R2_001.fastq.gz		s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA19682/raw_data/hic/NA19682-1_FC3_S55_L003_R2_001.fastq.gz			hic	false
NA20827-2_FC4_S24_L002_R2_001.fastq.gz		s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA20827/raw_data/hic/NA20827-2_FC4_S24_L002_R2_001.fastq.gz			hic	false
SE5138_NWM048-3_S3_L006_R1_001.trimmed.fastq.gz		s3://human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/hic/SE5138_NWM048-3_S3_L006_R1_001.trimmed.fastq.gz	6565d974037f9e526c3af215d667e761	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC_PLUS/HG02055/raw_data/hic/SE5138_NWM048-3_S3_L006_R1_001.trimmed.fastq.gz	hic	true
m84081_231222_141231_s4.hifi_reads.bc2004.bam	SRR29396876					
HG03942-03b-2_S18_L003_R2_001.fastq.gz	SRR30613747	s3://human-pangenomics/working/HPRC/HG03942/raw_data/hic/HG03942-03b-2_S18_L003_R2_001.fastq.gz	ddf2624043daa905b0332080cbd5353c	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03942/raw_data/hic/HG03942-03b-2_S18_L003_R2_001.fastq.gz	hic	true
09_14_22_R941_GM19087_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam		s3://human-pangenomics/working/HPRC/NA19087/raw_data/nanopore/guppy_6/09_14_22_R941_GM19087_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	dd77fde16930e556d635d785448305c6	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA19087/raw_data/nanopore/guppy_6/09_14_22_R941_GM19087_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
HG03579_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR31367077	s3://human-pangenomics/working/HPRC/HG03579/raw_data/nanopore/guppy_6/HG03579_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	d1697e26dd2efccce9517f27a7a13426	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG03579/raw_data/nanopore/guppy_6/HG03579_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
NA18505-1_FC2_S13_L004_R1_001.fastq.gz	SRR30310969	s3://human-pangenomics/working/HPRC/NA18505/raw_data/hic/NA18505-1_FC2_S13_L004_R1_001.fastq.gz	0abc03fda6eb508ee27385d731cf924f	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/NA18505/raw_data/hic/NA18505-1_FC2_S13_L004_R1_001.fastq.gz	hic	true
08_17_21_R941_HG02451_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_fail.bam	SRR26313855					
08_25_21_R941_HG02004_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	SRR26313843	s3://human-pangenomics/working/HPRC/HG02004/raw_data/nanopore/guppy_6/08_25_21_R941_HG02004_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	672224a4a81366bc78f089ac2d8bd28a	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02004/raw_data/nanopore/guppy_6/08_25_21_R941_HG02004_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	ont	true
HG00706-30b-1_S7_L004_R1_001.fastq.gz	SRR30613844	s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-1_S7_L004_R1_001.fastq.gz	7d877a234053adf6801437a5b4cffb17	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-1_S7_L004_R1_001.fastq.gz	hic	true
HG02071-10a-2_S10_L002_R1_001.fastq.gz	SRR30613803	s3://human-pangenomics/working/HPRC/HG02071/raw_data/hic/HG02071-10a-2_S10_L002_R1_001.fastq.gz	8a0f79a8e67a765cdae8a6bae8359e5c	gs://fc-dcbd33a0-b9cf-475e-97c5-7fcfa3b51c71/human-pangenomics/working/HPRC/HG02071/raw_data/hic/HG02071-10a-2_S10_L002_R1_001.fastq.gz	hic	true
