sample_ID,total_bp,coverage,filetype,instrument_model,library_construction_protocol,library_layout,library_strategy,read_length,Family ID,Paternal ID,Maternal ID,Gender,Phenotype,Population,Relationship,Siblings,Second Order,Third Order,Other Comments,path
HG00642,115511069100,37.26,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR04,HG00640,HG00641,1,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00642/raw_data/Illumina/child/HG00642.final.cram
HG02572,113450591400,36.6,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB21,HG02570,HG02571,1,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/child/HG02572.final.cram
HG02572,113450591400,36.6,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB21,HG02570,HG02571,1,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/child/HG02572.final.cram.crai
HG02572,113450591400,36.6,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB21,HG02570,HG02571,1,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/child/HG02572.final.cram.md5
HG02572,113450591400,36.6,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB21,HG02570,HG02571,1,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/parents/HG02570/HG02570.final.cram
HG02572,113450591400,36.6,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB21,HG02570,HG02571,1,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02572/raw_data/Illumina/parents/HG02571/HG02571.final.cram
HG01975,119486241300,38.54,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL25,HG01974,HG01973,2,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01975/raw_data/Illumina/child/HG01975.final.cram
HG01150,117582455700,37.93,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,CLM12,HG01148,HG01149,2,0,CLM,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01150/raw_data/Illumina/child/HG01150.final.cram
HG03654,112084877100,36.16,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PK53,HG03652,HG03653,1,0,PJL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03654/raw_data/Illumina/child/HG03654.final.cram
HG00609,116006773200,37.42,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH062,HG00607,HG00608,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00609/raw_data/Illumina/child/HG00609.final.cram
HG02132,115105950600,37.13,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN080,HG02134,HG02133,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02132/raw_data/Illumina/child/HG02132.final.cram
HG00597,111475988700,35.96,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH058,HG00595,HG00596,2,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00597/raw_data/Illumina/child/HG00597.final.cram
HG01998,118557102300,38.24,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL31,HG02008,HG01997,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01998/raw_data/Illumina/child/HG01998.final.cram
HG01998,118557102300,38.24,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL31,HG02008,HG01997,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01998/raw_data/Illumina/child/HG01998.final.cram.crai
HG01998,118557102300,38.24,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL31,HG02008,HG01997,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01998/raw_data/Illumina/child/HG01998.final.cram.md5
HG01998,118557102300,38.24,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL31,HG02008,HG01997,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01998/raw_data/Illumina/parents/HG01997/HG01997.final.cram
HG01998,118557102300,38.24,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL31,HG02008,HG01997,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01998/raw_data/Illumina/parents/HG02008/HG02008.final.cram
HG03579,108770931900,35.09,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SL72,HG03577,HG03578,1,0,MSL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03579/raw_data/Illumina/child/HG03579.final.cram
HG03579,108770931900,35.09,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SL72,HG03577,HG03578,1,0,MSL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03579/raw_data/Illumina/child/HG03579.final.cram.crai
HG03579,108770931900,35.09,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SL72,HG03577,HG03578,1,0,MSL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03579/raw_data/Illumina/child/HG03579.final.cram.md5
HG03579,108770931900,35.09,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SL72,HG03577,HG03578,1,0,MSL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03579/raw_data/Illumina/parents/HG03577/HG03577.final.cram
HG03579,108770931900,35.09,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SL72,HG03577,HG03578,1,0,MSL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03579/raw_data/Illumina/parents/HG03578/HG03578.final.cram
HG02662,116832611100,37.69,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PK15,HG02660,HG02661,2,0,PJL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02662/raw_data/Illumina/child/HG02662.final.cram
HG00673,106082029200,34.22,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH079,HG00671,HG00672,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00673/raw_data/Illumina/child/HG00673.final.cram
HG00673,106082029200,34.22,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH079,HG00671,HG00672,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00673/raw_data/Illumina/child/HG00673.final.cram.crai
HG00673,106082029200,34.22,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH079,HG00671,HG00672,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00673/raw_data/Illumina/child/HG00673.final.cram.md5
HG00673,106082029200,34.22,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH079,HG00671,HG00672,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00673/raw_data/Illumina/parents/HG00671/HG00671.final.cram
HG00673,106082029200,34.22,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH079,HG00671,HG00672,1,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00673/raw_data/Illumina/parents/HG00672/HG00672.final.cram
HG03831,110632460700,35.69,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BD27,HG03830,HG03829,2,0,BEB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03831/raw_data/Illumina/child/HG03831.final.cram
HG03453,109713735300,35.39,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SL50,HG03451,HG03452,2,0,MSL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03453/raw_data/Illumina/child/HG03453.final.cram
HG03453,109713735300,35.39,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SL50,HG03451,HG03452,2,0,MSL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03453/raw_data/Illumina/child/HG03453.final.cram.crai
HG03453,109713735300,35.39,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SL50,HG03451,HG03452,2,0,MSL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03453/raw_data/Illumina/child/HG03453.final.cram.md5
HG03453,109713735300,35.39,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SL50,HG03451,HG03452,2,0,MSL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03453/raw_data/Illumina/parents/HG03451/HG03451.final.cram
HG03453,109713735300,35.39,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SL50,HG03451,HG03452,2,0,MSL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03453/raw_data/Illumina/parents/HG03452/HG03452.final.cram
HG02602,119510310000,38.55,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PK09,HG02600,HG02601,1,0,PJL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02602/raw_data/Illumina/child/HG02602.final.cram
HG01496,106292473500,34.29,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,CLM64,HG01494,HG01495,2,0,CLM,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01496/raw_data/Illumina/child/HG01496.final.cram
HG01106,114258479400,36.86,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR25,HG01104,HG01105,1,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01106/raw_data/Illumina/child/HG01106.final.cram
HG01106,114258479400,36.86,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR25,HG01104,HG01105,1,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01106/raw_data/Illumina/child/HG01106.final.cram.crai
HG01106,114258479400,36.86,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR25,HG01104,HG01105,1,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01106/raw_data/Illumina/child/HG01106.final.cram.md5
HG01106,114258479400,36.86,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR25,HG01104,HG01105,1,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01106/raw_data/Illumina/parents/HG01104/HG01104.final.cram
HG01106,114258479400,36.86,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR25,HG01104,HG01105,1,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01106/raw_data/Illumina/parents/HG01105/HG01105.final.cram
HG01252,116253712800,37.5,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,CLM14,HG01250,HG01251,1,0,CLM,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01252/raw_data/Illumina/child/HG01252.final.cram
HG03050,110162223000,35.54,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB113,HG03048,HG03049,1,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03050/raw_data/Illumina/child/HG03050.final.cram
HG03834,109795859700,35.42,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BD28,HG03833,HG03832,2,0,BEB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03834/raw_data/Illumina/child/HG03834.final.cram
HG00735,108789511500,35.09,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR06,HG01047,HG00734,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00735/raw_data/Illumina/child/HG00735.final.cram
HG00735,108789511500,35.09,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR06,HG01047,HG00734,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00735/raw_data/Illumina/child/HG00735.final.cram.crai
HG00735,108789511500,35.09,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR06,HG01047,HG00734,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00735/raw_data/Illumina/child/HG00735.final.cram.md5
HG00735,108789511500,35.09,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR06,HG01047,HG00734,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00735/raw_data/Illumina/parents/HG00734/HG00734.final.cram
HG00735,108789511500,35.09,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR06,HG01047,HG00734,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00735/raw_data/Illumina/parents/HG01047/HG01047.final.cram
HG02300,117372230400,37.86,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL52,HG02299,HG02298,1,0,PEL,child,0,HG02302,0,0,s3://human-pangenomics/working/HPRC/HG02300/raw_data/Illumina/child/HG02300.final.cram
HG03041,112274295000,36.22,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB110,HG03039,HG03040,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03041/raw_data/Illumina/child/HG03041.final.cram
HG03927,109497906900,35.32,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BD37,HG03926,HG03925,2,0,BEB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03927/raw_data/Illumina/child/HG03927.final.cram
HG01346,114444906900,36.92,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,CLM27,HG01344,HG01345,2,0,CLM,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01346/raw_data/Illumina/child/HG01346.final.cram
HG01099,123095129700,39.71,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR31,HG01097,HG01098,1,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01099/raw_data/Illumina/child/HG01099.final.cram
HG03816,102473619600,33.06,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BD22,HG03815,HG03814,2,0,BEB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03816/raw_data/Illumina/child/HG03816.final.cram
HG02656,122744526600,39.6,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PK13,HG02654,HG02655,1,0,PJL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02656/raw_data/Illumina/child/HG02656.final.cram
HG00738,114873994800,37.06,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR07,HG00736,HG00737,1,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00738/raw_data/Illumina/child/HG00738.final.cram
HG01888,117547012500,37.92,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB02,HG01882,HG01883,1,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01888/raw_data/Illumina/child/HG01888.final.cram
HG01888,117547012500,37.92,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB02,HG01882,HG01883,1,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01888/raw_data/Illumina/child/HG01888.final.cram.crai
HG01888,117547012500,37.92,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB02,HG01882,HG01883,1,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01888/raw_data/Illumina/child/HG01888.final.cram.md5
HG03825,110951053500,35.79,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BD25,HG03824,HG03823,2,0,BEB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG03825/raw_data/Illumina/child/HG03825.final.cram
HG02615,121380239400,39.15,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB29,HG02613,HG02614,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02615/raw_data/Illumina/child/HG02615.final.cram
HG01891,114187692900,36.83,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB05,HG01890,HG01889,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/child/HG01891.final.cram
HG01891,114187692900,36.83,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB05,HG01890,HG01889,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/child/HG01891.final.cram.crai
HG01891,114187692900,36.83,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB05,HG01890,HG01889,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/child/HG01891.final.cram.md5
HG01891,114187692900,36.83,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB05,HG01890,HG01889,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/parents/HG01889/HG01889.final.cram
HG01891,114187692900,36.83,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BB05,HG01890,HG01889,2,0,ACB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01891/raw_data/Illumina/parents/HG01890/HG01890.final.cram
HG00544,110286351600,35.58,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH042,HG00542,HG00543,2,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00544/raw_data/Illumina/child/HG00544.final.cram
HG01969,117734654700,37.98,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL023,HG01967,HG01968,2,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01969/raw_data/Illumina/child/HG01969.final.cram
HG01261,115109477100,37.13,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,CLM17,HG01259,HG01260,1,0,CLM,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01261/raw_data/Illumina/child/HG01261.final.cram
HG04160,110324412300,35.59,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,BD53,HG04158,HG04159,1,0,BEB,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG04160/raw_data/Illumina/child/HG04160.final.cram
HG01071,115658477400,37.31,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR17,HG01069,HG01070,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01071/raw_data/Illumina/child/HG01071.final.cram
HG01071,115658477400,37.31,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR17,HG01069,HG01070,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01071/raw_data/Illumina/child/HG01071.final.cram.crai
HG01071,115658477400,37.31,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR17,HG01069,HG01070,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01071/raw_data/Illumina/child/HG01071.final.cram.md5
HG01071,115658477400,37.31,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR17,HG01069,HG01070,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01071/raw_data/Illumina/parents/HG01069/HG01069.final.cram
HG01071,115658477400,37.31,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PR17,HG01069,HG01070,2,0,PUR,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01071/raw_data/Illumina/parents/HG01070/HG01070.final.cram
HG02083,114536268900,36.95,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN069,HG02085,HG02084,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02083/raw_data/Illumina/child/HG02083.final.cram
HG02083,114536268900,36.95,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN069,HG02085,HG02084,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02083/raw_data/Illumina/child/HG02083.final.cram.crai
HG02083,114536268900,36.95,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN069,HG02085,HG02084,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02083/raw_data/Illumina/child/HG02083.final.cram.md5
HG02083,114536268900,36.95,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN069,HG02085,HG02084,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02083/raw_data/Illumina/parents/HG02084/HG02084.final.cram
HG02083,114536268900,36.95,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,VN069,HG02085,HG02084,1,0,KHV,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02083/raw_data/Illumina/parents/HG02085/HG02085.final.cram
HG04199,110442464400,35.63,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,ST203,HG04100,HG04099,1,0,STU,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG04199/raw_data/Illumina/child/HG04199.final.cram
HG00558,109289181000,35.25,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,SH045,HG00556,HG00557,2,0,CHS,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG00558/raw_data/Illumina/child/HG00558.final.cram
HG02647,124929174000,40.3,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB38,HG02645,HG02646,1,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02647/raw_data/Illumina/child/HG02647.final.cram
HG04115,108206234100,34.91,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,ST111,HG03896,HG03894,1,0,STU,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG04115/raw_data/Illumina/child/HG04115.final.cram
HG01978,124966936200,40.31,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL26,HG01977,HG01976,2,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01978/raw_data/Illumina/child/HG01978.final.cram
HG01978,124966936200,40.31,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL26,HG01977,HG01976,2,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01978/raw_data/Illumina/child/HG01978.final.cram.crai
HG01978,124966936200,40.31,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL26,HG01977,HG01976,2,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01978/raw_data/Illumina/child/HG01978.final.cram.md5
HG01978,124966936200,40.31,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL26,HG01977,HG01976,2,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01978/raw_data/Illumina/parents/HG01976/HG01976.final.cram
HG01978,124966936200,40.31,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL26,HG01977,HG01976,2,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01978/raw_data/Illumina/parents/HG01977/HG01977.final.cram
HG02273,110213354100,35.55,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL46,HG02271,HG02272,2,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02273/raw_data/Illumina/child/HG02273.final.cram
HG02809,115993870200,37.42,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,GB63,HG02807,HG02808,2,0,GWD,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG02809/raw_data/Illumina/child/HG02809.final.cram
HG01361,118237764300,38.14,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,CLM32,HG01359,HG01360,2,0,CLM,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01361/raw_data/Illumina/child/HG01361.final.cram
HG01361,118237764300,38.14,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,CLM32,HG01359,HG01360,2,0,CLM,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01361/raw_data/Illumina/child/HG01361.final.cram.crai
HG01361,118237764300,38.14,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,CLM32,HG01359,HG01360,2,0,CLM,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01361/raw_data/Illumina/child/HG01361.final.cram.md5
HG01361,118237764300,38.14,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,CLM32,HG01359,HG01360,2,0,CLM,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01361/raw_data/Illumina/parents/HG01359/HG01359.final.cram
HG01361,118237764300,38.14,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,CLM32,HG01359,HG01360,2,0,CLM,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01361/raw_data/Illumina/parents/HG01360/HG01360.final.cram
HG01928,118780645200,38.32,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL011,HG01926,HG01927,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01928/raw_data/Illumina/child/HG01928.final.cram
HG01928,118780645200,38.32,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL011,HG01926,HG01927,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01928/raw_data/Illumina/child/HG01928.final.cram.crai
HG01928,118780645200,38.32,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL011,HG01926,HG01927,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01928/raw_data/Illumina/child/HG01928.final.cram.md5
HG01928,118780645200,38.32,cram,Illumina NovaSeq 6000,TruSeq DNA PCR-free,PAIRED,WGS,150,PEL011,HG01926,HG01927,1,0,PEL,child,0,0,0,0,s3://human-pangenomics/working/HPRC/HG01928/raw_data/Illumina/parents/HG01926/HG01926.final.cram
