filename,sample_ID,path,accession,study,biosample_accession,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,ntsm_score,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,DeepConsensus_version,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,notes,ccs_algorithm,MM_tag,production,filetype
m64076_210522_082905.hifi_reads.bam,HG00642,s3://human-pangenomics/working/HPRC/HG00642/raw_data/PacBio_HiFi/m64076_210522_082905.hifi_reads.bam,SRR18158610,SRP305758,SAMN26267378,1573487,31397468252,31.4,86.0,51866.0,19954,16572,19271,22642,17338,20311,23867,,HG00642.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210601_061523.hifi_reads.bam,HG02647,s3://human-pangenomics/working/HPRC/HG02647/raw_data/PacBio_HiFi/m64076_210601_061523.hifi_reads.bam,SRR18158597,SRP305758,SAMN26267383,1899728,32563750856,32.56,75.0,55771.0,17141,14001,16668,19853,14932,17777,21104,,HG02647.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210610_224207.hifi_reads.bam,HG03688,s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m64076_210610_224207.hifi_reads.bam,SRR18158607,SRP305758,SAMN26267385,1927878,34597694779,34.6,85.0,49522.0,17945,15513,17393,19908,15910,18004,20653,,HG03688.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 18kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210519_075634.hifi_reads.bam,HG03927,s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/m64076_210519_075634.hifi_reads.bam,SRR18158598,SRP305758,SAMN26267386,1692462,26139712779,26.14,85.0,47341.0,15444,12855,14899,17543,13463,15721,18586,,HG03927a.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 17kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210615_181342.hifi_reads.bam,HG03942,s3://human-pangenomics/working/HPRC/HG03942/raw_data/PacBio_HiFi/m64076_210615_181342.hifi_reads.bam,SRR18158601,SRP305758,SAMN26267387,1424240,26769890045,26.77,85.0,52388.0,18795,16086,18223,21004,16589,18952,21872,,HG03942.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 18kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210613_183806.hifi_reads.bam,HG04199,s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/m64076_210613_183806.hifi_reads.bam,SRR18158602,SRP305758,SAMN26267389,1570687,31564451397,31.56,86.0,60720.0,20095,16326,19542,23310,17491,20902,24822,,HG04199.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210519_065152-bc1003_BAK8A_OA.hifi_reads.bam,HG04204,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210519_065152-bc1003_BAK8A_OA.hifi_reads.bam,SRR18158603,SRP305758,SAMN26267390,1579943,30994485468,30.99,62.0,55860.0,19617,16614,18916,21983,17171,19759,23019,,HG04204.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210711_102225.hifi_reads.bam,HG02738,s3://human-pangenomics/working/HPRC/HG02738/raw_data/PacBio_HiFi/m64076_210711_102225.hifi_reads.bam,SRR18158588,SRP305758,SAMN26267396,1324061,24958517767,24.96,135.0,52901.0,18849,15824,18082,21176,16403,18981,22357,,HG02738.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m64076_210701_234028.hifi_reads.bam,HG04184,s3://human-pangenomics/working/HPRC/HG04184/raw_data/PacBio_HiFi/m64076_210701_234028.hifi_reads.bam,SRR18158589,SRP305758,SAMN26267397,1196723,23721206724,23.72,87.0,53036.0,19821,16754,19248,22379,17407,20137,23399,,HG04184.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210725_100455.hifi_reads.bam,HG04228,s3://human-pangenomics/working/HPRC/HG04228/raw_data/PacBio_HiFi/m54329U_210725_100455.hifi_reads.bam,SRR18158590,SRP305758,SAMN26267391,1995820,37362709632,37.36,86.0,56969.0,18720,15754,17931,20958,16280,18782,22068,,HG04228.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 19kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_210520_213459-bc1003_BAK8A_OA.hifi_reads.bam,HG04204,s3://human-pangenomics/working/HPRC/HG04204/raw_data/PacBio_HiFi/m54329U_210520_213459-bc1003_BAK8A_OA.hifi_reads.bam,SRR18158603,SRP305758,SAMN26267390,1634946,32264696883,32.26,122.0,57880.0,19734,16694,19036,22131,17264,19894,23179,,HG04204.HFSS,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.0.0,,UW_HPRC_HiFi_Y2,bam
m54329U_220825_174247-bc2012.5mc.hifi_reads.bam,HG00099,s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_HiFi/m54329U_220825_174247-bc2012.5mc.hifi_reads.bam,SRR23922670,SRP305758,SAMN33758778,2287312,47677590021,47.68,87.0,64390.0,20844,17755,20124,23333,18329,20991,24424,,PG00099_1.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 20kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220827_143814-bc2050.5mc.hifi_reads.bam,HG00099,s3://human-pangenomics/working/HPRC/HG00099/raw_data/PacBio_HiFi/m54329U_220827_143814-bc2050.5mc.hifi_reads.bam,SRR23922669,SRP305758,SAMN33758778,2276772,45528316868,45.53,52.0,54052.0,19996,17274,19325,22189,17720,20026,23102,,PG00099_2.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220901_221341-bc2051.5mc.hifi_reads.bam,HG00280,s3://human-pangenomics/working/HPRC/HG00280/raw_data/PacBio_HiFi/m54329U_220901_221341-bc2051.5mc.hifi_reads.bam,SRR23922658,SRP305758,SAMN33758779,2371461,47176915770,47.18,87.0,57069.0,19893,16982,19131,22147,17461,19906,23180,,PG00280.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220107_233847-bc1016.5mc.hifi_reads.bam,HG00558,s3://human-pangenomics/working/HPRC/HG00558/raw_data/PacBio_HiFi/m54329U_220107_233847-bc1016.5mc.hifi_reads.bam,SRR23922640,SRP305758,SAMN33758780,1605959,33821381595,33.82,61.0,60416.0,21059,16632,20068,24477,17870,21746,26503,,HG00558.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_211222_104516-bc1010.5mc.hifi_reads.bam,HG00639,s3://human-pangenomics/working/HPRC/HG00639/raw_data/PacBio_HiFi/m54329U_211222_104516-bc1010.5mc.hifi_reads.bam,SRR23922643,SRP305758,SAMN33758781,1525960,30157424611,30.16,79.0,64002.0,19762,15750,18909,22999,16931,20504,24966,,HG00639.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_211110_112322-bc1008.5mc.hifi_reads.bam,HG01074,s3://human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_HiFi/m54329U_211110_112322-bc1008.5mc.hifi_reads.bam,SRR23922644,SRP305758,SAMN33758782,724982,15230826716,15.23,139.0,61655.0,21008,17537,19990,23484,18146,21004,24897,,HG01074_SRE.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_211208_005551-bc1008.5mc.hifi_reads.bam,HG01074,s3://human-pangenomics/working/HPRC/HG01074/raw_data/PacBio_HiFi/m54329U_211208_005551-bc1008.5mc.hifi_reads.bam,SRR23922645,SRP305758,SAMN33758782,1833869,34933587178,34.93,200.0,53902.0,19049,15785,18197,21525,16436,19215,22858,,HG01074.HFSS2,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_211223_214216-bc1011.5mc.hifi_reads.bam,HG01081,s3://human-pangenomics/working/HPRC/HG01081/raw_data/PacBio_HiFi/m54329U_211223_214216-bc1011.5mc.hifi_reads.bam,SRR23922647,SRP305758,SAMN33758783,1777187,34516634519,34.52,61.0,58991.0,19422,15137,18626,22945,16588,20463,25067,,HG01081.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m64076_220908_204946-bc2056.5mc.hifi_reads.bam,HG02040,s3://human-pangenomics/working/HPRC/HG02040/raw_data/PacBio_HiFi/m64076_220908_204946-bc2056.5mc.hifi_reads.bam,SRR23922646,SRP305758,SAMN33758784,2012274,40975751860,40.98,72.0,63774.0,20362,17430,19743,22962,18052,20662,24153,,HG02040.HFSS2,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m64076_220902_143723-bc2054.5mc.hifi_reads.bam,HG02165,s3://human-pangenomics/working/HPRC/HG02165/raw_data/PacBio_HiFi/m64076_220902_143723-bc2054.5mc.hifi_reads.bam,SRR23922648,SRP305758,SAMN33758785,2310300,48389996564,48.39,84.0,66727.0,20945,17918,20372,23498,18503,21207,24441,,PG02165.HFSS2,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m64076_211109_232223-bc1003.5mc.hifi_reads.bam,HG02451,s3://human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_HiFi/m64076_211109_232223-bc1003.5mc.hifi_reads.bam,SRR23922668,SRP305758,SAMN33758786,606568,12874949688,12.87,139.0,58519.0,21225,17810,20246,23690,18403,21230,25048,,HG02451_SRE.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m64076_211208_005550-bc1003.5mc.hifi_reads.bam,HG02451,s3://human-pangenomics/working/HPRC/HG02451/raw_data/PacBio_HiFi/m64076_211208_005550-bc1003.5mc.hifi_reads.bam,SRR23922667,SRP305758,SAMN33758786,2222540,38494025289,38.49,424.0,50248.0,17319,14736,16646,19353,15174,17364,20294,,HG02451.HFSS2,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_211109_002533-bc1002.5mc.hifi_reads.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m54329U_211109_002533-bc1002.5mc.hifi_reads.bam,SRR23922666,SRP305758,SAMN33758787,611305,11815933021,11.82,120.0,55937.0,19329,16296,18426,21500,16796,19279,22705,,HG02735_SRE.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_211204_121716-bc1002.5mc.hifi_reads.bam,HG02735,s3://human-pangenomics/working/HPRC/HG02735/raw_data/PacBio_HiFi/m54329U_211204_121716-bc1002.5mc.hifi_reads.bam,SRR23922665,SRP305758,SAMN33758787,1624922,31721863148,31.72,55.0,57951.0,19522,16317,18697,21974,16940,19656,23239,,HG02735.HFSS2,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220816_182601-bc2045.5mc.hifi_reads.bam,HG02922,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220816_182601-bc2045.5mc.hifi_reads.bam,SRR23922664,SRP305758,SAMN33758788,1093416,19937213389,19.94,141.0,48799.0,18233,15504,17513,20303,15986,18264,21324,,PG02922.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220903_190900-bc2053.5mc.hifi_reads.bam,HG02922,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220903_190900-bc2053.5mc.hifi_reads.bam,SRR23922663,SRP305758,SAMN33758788,1990977,43896414378,43.9,110.0,76923.0,22047,17970,21163,25288,18975,22556,26969,,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m54329U_211225_070909-bc1012.5mc.hifi_reads.bam,HG03017,s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m54329U_211225_070909-bc1012.5mc.hifi_reads.bam,SRR23922662,SRP305758,SAMN33758789,1745970,34046953548,34.05,61.0,64185.0,19500,15437,18613,22719,16617,20225,24689,,HG03017.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_211214_012740-bc1009.5mc.hifi_reads.bam,HG03041,s3://human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m54329U_211214_012740-bc1009.5mc.hifi_reads.bam,SRR23922661,SRP305758,SAMN33758790,1970604,38046233336,38.05,122.0,54806.0,19306,15843,18462,21965,16610,19602,23411,,HG03041.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m64076_220513_215716-bc2018.5mc.hifi_reads.bam,HG03130,s3://human-pangenomics/working/HPRC/HG03130/raw_data/PacBio_HiFi/m64076_220513_215716-bc2018.5mc.hifi_reads.bam,SRR23922660,SRP305758,SAMN33758791,2030081,39686464232,39.69,63.0,54183.0,19549,16080,18732,22231,16848,19851,23622,,HG03130.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220519_225150-bc2019.5mc.hifi_reads.bam,HG03139,s3://human-pangenomics/working/HPRC/HG03139/raw_data/PacBio_HiFi/m54329U_220519_225150-bc2019.5mc.hifi_reads.bam,SRR23922659,SRP305758,SAMN33758792,1869144,39824520384,39.82,81.0,69263.0,21306,17377,20423,24372,18311,21741,25979,,HG03139.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m64076_220520_234906-bc2020.5mc.hifi_reads.bam,HG03209,s3://human-pangenomics/working/HPRC/HG03209/raw_data/PacBio_HiFi/m64076_220520_234906-bc2020.5mc.hifi_reads.bam,SRR23922657,SRP305758,SAMN33758793,2206531,41408759487,41.41,88.0,59822.0,18766,15843,18042,21068,16387,18885,22158,,HG03209.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220105_011819-bc1015.5mc.hifi_reads.bam,HG03239,s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m54329U_220105_011819-bc1015.5mc.hifi_reads.bam,SRR23922656,SRP305758,SAMN33758794,1778411,35760461752,35.76,136.0,62749.0,20108,16345,19264,23104,17274,20592,24716,,HG03239.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_211105_213234-bc1001.5mc.hifi_reads.bam,HG03704,s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_211105_213234-bc1001.5mc.hifi_reads.bam,SRR23922655,SRP305758,SAMN33758795,1212386,25139477214,25.14,493.0,61181.0,20735,17290,19755,23225,17908,20760,24604,,HG03704_SRE.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 26kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220203_054640-bc1001.5mc.hifi_reads.bam,HG03704,s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220203_054640-bc1001.5mc.hifi_reads.bam,SRR23922654,SRP305758,SAMN33758795,783402,15515677051,15.52,77.0,64236.0,19805,16127,18857,22528,16931,20064,24078,,HG03704.HFSS3,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220203_054640-bc1018.5mc.hifi_reads.bam,HG03704,s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220203_054640-bc1018.5mc.hifi_reads.bam,SRR23922653,SRP305758,SAMN33758795,249779,4818202256,4.82,61.0,48616.0,19289,16218,18426,21504,16754,19296,22712,,HG03704.HFSS4,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P2.2,C2,University of Washington,kmiyamot@uw.edu,,6.2.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220604_002013-bc2021.5mc.hifi_reads.bam,NA18522,s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_HiFi/m54329U_220604_002013-bc2021.5mc.hifi_reads.bam,SRR23922652,SRP305758,SAMN33758796,2040973,41706367952,41.71,89.0,62801.0,20434,16965,19634,23192,17705,20717,24537,,NA18522.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220823_191353-bc2011.5mc.hifi_reads.bam,NA18747,s3://human-pangenomics/working/HPRC/NA18747/raw_data/PacBio_HiFi/m54329U_220823_191353-bc2011.5mc.hifi_reads.bam,SRR23922651,SRP305758,SAMN33758797,2216924,44479802984,44.48,53.0,62402.0,20063,17271,19431,22353,17771,20172,23299,,PG18747_1.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m64076_220826_143529-bc2049.5mc.hifi_reads.bam,NA18747,s3://human-pangenomics/working/HPRC/NA18747/raw_data/PacBio_HiFi/m64076_220826_143529-bc2049.5mc.hifi_reads.bam,SRR23922650,SRP305758,SAMN33758797,1496050,31669760595,31.67,95.0,86286.0,21168,17906,20506,23861,18567,21454,24961,,PG18747_2.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220903_190900-bc2055.5mc.hifi_reads.bam,NA18983,s3://human-pangenomics/working/HPRC/NA18983/raw_data/PacBio_HiFi/m54329U_220903_190900-bc2055.5mc.hifi_reads.bam,SRR23922649,SRP305758,SAMN33758798,4730,72199804,0.07,1468.0,33909.0,15264,10464,15809,19988,14632,18402,22221,,PG18983.HFSS2,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m54329U_220916_162216-bc2061.5mc.hifi_reads.bam,NA19043,s3://human-pangenomics/working/HPRC/NA19043/raw_data/PacBio_HiFi/m54329U_220916_162216-bc2061.5mc.hifi_reads.bam,SRR23922639,SRP305758,SAMN33758799,2046237,43517972648,43.52,92.0,64342.0,21267,17811,20499,24051,18546,21557,25367,,PG19043.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 25kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m64457e_220827_152226-bc2052.5mc.hifi_reads.bam,NA20752,s3://human-pangenomics/working/HPRC/NA20752/raw_data/PacBio_HiFi/m64457e_220827_152226-bc2052.5mc.hifi_reads.bam,SRR23922641,SRP305758,SAMN33758800,2267416,48188048219,48.19,88.0,57993.0,21252,18001,20542,23905,18633,21476,25034,,PG20752.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
m64076_220914_214248-bc2060.5mc.hifi_reads.bam,NA20905,s3://human-pangenomics/working/HPRC/NA20905/raw_data/PacBio_HiFi/m64076_220914_214248-bc2060.5mc.hifi_reads.bam,SRR23922642,SRP305758,SAMN33758801,2148277,43916560522,43.92,79.0,60851.0,20442,17087,19810,23243,17852,20849,24428,,PG20905.HFSS,WGS,GENOMIC,RANDOM,single,PACBIO_SMRT,PacBio Sequel II,HiFi sequencing of 24kb fractionated gDNA,unaligned reads,Megaruptor 3,PippinHT,,P3.2,C2,University of Washington,kmiyamot@uw.edu,,6.3.0,,UW_HPRC_HiFi_Y3,bam
