	title	type	umbrella-bioproject	Description	Accession	Sample	Organism
0	Assembly of HG00097 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00097 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021660	HG00097	Homo sapiens
0	Assembly of HG01766 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01766 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021662	HG01766	Homo sapiens
0	Assembly of HG00253 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00253 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021666	HG00253	Homo sapiens
0	Assembly of HG00235 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00235 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021667	HG00235	Homo sapiens
0	Assembly of HG03369 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03369 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021668	HG03369	Homo sapiens
0	Assembly of HG03457 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03457 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021673	HG03457	Homo sapiens
0	Assembly of HG01028 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01028 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021674	HG01028	Homo sapiens
0	Assembly of HG03778 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03778 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021675	HG03778	Homo sapiens
0	Assembly of HG00258 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00258 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021676	HG00258	Homo sapiens
0	Assembly of HG03136 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03136 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021677	HG03136	Homo sapiens
0	Assembly of HG00662 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00662 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021678	HG00662	Homo sapiens
0	Assembly of HG01167 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01167 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021679	HG01167	Homo sapiens
0	Assembly of HG04153 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG04153 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021681	HG04153	Homo sapiens
0	Assembly of HG03343 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03343 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021683	HG03343	Homo sapiens
0	Assembly of HG01894 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01894 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021684	HG01894	Homo sapiens
0	Assembly of HG03103 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03103 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021686	HG03103	Homo sapiens
0	Assembly of HG01048 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01048 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021687	HG01048	Homo sapiens
0	Assembly of HG04225 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG04225 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021689	HG04225	Homo sapiens
0	Assembly of HG02624 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG02624 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021691	HG02624	Homo sapiens
0	Assembly of HG03672 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03672 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021692	HG03672	Homo sapiens
0	Assembly of HG03372 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03372 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021693	HG03372	Homo sapiens
0	Assembly of HG03108 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03108 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021694	HG03108	Homo sapiens
0	Assembly of HG00106 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00106 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021696	HG00106	Homo sapiens
0	Assembly of HG00117 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00117 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021697	HG00117	Homo sapiens
0	Assembly of HG01798 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG01798 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021698	HG01798	Homo sapiens
0	Assembly of HG03919 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03919 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021699	HG03919	Homo sapiens
0	Assembly of HG03388 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03388 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021700	HG03388	Homo sapiens
0	Assembly of HG00701 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG00701 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021702	HG00701	Homo sapiens
0	Assembly of HG03072 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03072 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021703	HG03072	Homo sapiens
0	Assembly of HG03445 Maternal Haplotype	Genome sequencing and assembly	Bioproject-Assembly-Trio	HG03445 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	SAMN41021704	HG03445	Homo sapiens
